"qualque"-determiner-oc "algun"-determiner-ca
"destinacion"-noun-oc "destinació"-noun-ca
"destinació"-noun-ca "destinacion"-noun-oc
"successor"-noun-oc "successor"-noun-ca
"successor"-noun-ca "successor"-noun-oc
"gota"-noun-oc "gota"-noun-ca
"gota"-noun-ca "gota"-noun-oc
"nòta"-noun-oc "nota"-noun-ca
"nota"-noun-ca "nòta"-noun-oc
"realizacion"-noun-oc "realització"-noun-ca
"realització"-noun-ca "realizacion"-noun-oc
"realització"-noun-ca "realisacion"-noun-oc
"realisacion"-noun-oc "realització"-noun-ca
"installacion"-noun-oc "instal·lació"-noun-ca
"instal·lació"-noun-ca "installacion"-noun-oc
"implantació"-noun-ca "implantacion"-noun-oc
"implantacion"-noun-oc "implantació"-noun-ca
"soma"-noun-oc "suma"-noun-ca
"suma"-noun-ca "soma"-noun-oc
"excès"-noun-oc "excés"-noun-ca
"excés"-noun-ca "excès"-noun-oc
"prima"-noun-oc "prima"-noun-ca
"prima"-noun-oc "primavera"-noun-ca
"prima"-noun-ca "prima"-noun-oc
"primavera"-noun-ca "prima"-noun-oc
"primavera"-noun-ca "primauera"-noun-oc
"primauera"-noun-oc "primavera"-noun-ca
"salari"-noun-oc "salari"-noun-ca
"salari"-noun-ca "salari"-noun-oc
"sou"-noun-ca "sòu"-noun-oc
"sòu"-noun-oc "sou"-noun-ca
"assassinat"-noun-oc "assassinat"-noun-ca
"assassinat"-noun-ca "assassinat"-noun-oc
"homicidi"-noun-ca "omicidi"-noun-oc
"omicidi"-noun-oc "homicidi"-noun-ca
"resolucion"-noun-oc "resolució"-noun-ca
"resolució"-noun-ca "resolucion"-noun-oc
"resolució"-noun-ca "resolocion"-noun-oc
"resolocion"-noun-oc "resolució"-noun-ca
"solucion"-noun-oc "solució"-noun-ca
"solució"-noun-ca "solucion"-noun-oc
"formula"-noun-oc "fórmula"-noun-ca
"fórmula"-noun-ca "formula"-noun-oc
"arrepervèri"-noun-oc "proverbi"-noun-ca
"proverbi"-noun-ca "arrepervèri"-noun-oc
"proverbi"-noun-ca "provèrbi"-noun-oc
"provèrbi"-noun-oc "proverbi"-noun-ca
"decision"-noun-oc "decisió"-noun-ca
"decisió"-noun-ca "decision"-noun-oc
"compensacion"-noun-oc "compensació"-noun-ca
"compensació"-noun-ca "compensacion"-noun-oc
"correccion"-noun-oc "correcció"-noun-ca
"correcció"-noun-ca "correccion"-noun-oc
"premi"-noun-ca "prèmi"-noun-oc
"prèmi"-noun-oc "premi"-noun-ca
"ganh"-noun-oc "guany"-noun-ca
"guany"-noun-ca "ganh"-noun-oc
"armonia"-noun-oc "harmonia"-noun-ca
"harmonia"-noun-ca "armonia"-noun-oc
"convengut"-noun-oc "acord"-noun-ca
"acord"-noun-ca "convengut"-noun-oc
"acord"-noun-ca "acòrdi"-noun-oc
"acord"-noun-ca "acòrd"-noun-oc
"acòrdi"-noun-oc "acord"-noun-ca
"acòrd"-noun-oc "acord"-noun-ca
"observacion"-noun-oc "observació"-noun-ca
"observació"-noun-ca "observacion"-noun-oc
"còrda"-noun-oc "corda"-noun-ca
"corda"-noun-ca "còrda"-noun-oc
"prètzfach"-noun-oc "tasca"-noun-ca
"tasca"-noun-ca "prètzfach"-noun-oc
"hiu"-noun-oc "fil"-noun-ca
"fil"-noun-ca "hiu"-noun-oc
"fil"-noun-ca "fil"-noun-oc
"fil"-noun-oc "fil"-noun-ca
"merça"-noun-oc "mercaderia"-noun-ca
"mercaderia"-noun-ca "merça"-noun-oc
"profunditat"-noun-oc "profunditat"-noun-ca
"profunditat"-noun-ca "profunditat"-noun-oc
"profunditat"-noun-ca "prigonditat"-noun-oc
"profunditat"-noun-ca "prigondor"-noun-oc
"prigonditat"-noun-oc "profunditat"-noun-ca
"prigondor"-noun-oc "profunditat"-noun-ca
"fons"-noun-oc "fons"-noun-ca
"fons"-noun-ca "fons"-noun-oc
"tròç"-noun-oc "tros"-noun-ca
"tros"-noun-ca "tròç"-noun-oc
"esséncia"-noun-oc "essència"-noun-ca
"essència"-noun-ca "esséncia"-noun-oc
"substància"-noun-oc "substància"-noun-ca
"substància"-noun-ca "substància"-noun-oc
"grau"-noun-ca "grad"-noun-oc
"grau"-noun-ca "gra"-noun-oc
"grad"-noun-oc "grau"-noun-ca
"gra"-noun-oc "grau"-noun-ca
"molla"-noun-ca "mora"-noun-oc
"mora"-noun-oc "molla"-noun-ca
"tet"-noun-oc "teulada"-noun-ca
"teulada"-noun-ca "tet"-noun-oc
"coberta"-noun-ca "tampa"-noun-oc
"coberta"-noun-ca "cubèrta"-noun-oc
"tampa"-noun-oc "coberta"-noun-ca
"cubèrta"-noun-oc "coberta"-noun-ca
"pònt"-noun-oc "pont"-noun-ca
"pont"-noun-ca "pònt"-noun-oc
"pont"-noun-ca "pont"-noun-oc
"pont"-noun-oc "pont"-noun-ca
"antologia"-noun-oc "antologia"-noun-ca
"antologia"-noun-ca "antologia"-noun-oc
"assisténcia"-noun-oc "assistència"-noun-ca
"assistència"-noun-ca "assisténcia"-noun-oc
"cosselh"-noun-oc "consell"-noun-ca
"consell"-noun-ca "cosselh"-noun-oc
"consell"-noun-ca "conseu"-noun-oc
"consell"-noun-ca "conselh"-noun-oc
"conseu"-noun-oc "consell"-noun-ca
"conselh"-noun-oc "consell"-noun-ca
"audiéncia"-noun-oc "audiència"-noun-ca
"audiència"-noun-ca "audiéncia"-noun-oc
"auditòri"-noun-oc "auditori"-noun-ca
"auditori"-noun-ca "auditòri"-noun-oc
"seleccion"-noun-oc "selecció"-noun-ca
"selecció"-noun-ca "seleccion"-noun-oc
"aspecte"-noun-ca "aspècte"-noun-oc
"aspècte"-noun-oc "aspecte"-noun-ca
"façana"-noun-ca "façada"-noun-oc
"façada"-noun-oc "façana"-noun-ca
"neishença"-noun-oc "naixement"-noun-ca
"naixement"-noun-ca "neishença"-noun-oc
"naixement"-noun-ca "naissença"-noun-oc
"naissença"-noun-oc "naixement"-noun-ca
"meitat"-noun-ca "mitat"-noun-oc
"meitat"-noun-ca "mintat"-noun-oc
"meitat"-noun-ca "mietat"-noun-oc
"meitat"-noun-ca "mieitat"-noun-oc
"meitat"-noun-ca "meitat"-noun-oc
"mitat"-noun-oc "meitat"-noun-ca
"mintat"-noun-oc "meitat"-noun-ca
"mietat"-noun-oc "meitat"-noun-ca
"mieitat"-noun-oc "meitat"-noun-ca
"meitat"-noun-oc "meitat"-noun-ca
"mamella"-noun-ca "popa"-noun-oc
"popa"-noun-oc "mamella"-noun-ca
"mama"-noun-oc "mama"-noun-ca
"mama"-noun-ca "mama"-noun-oc
"budèth"-noun-oc "intestí"-noun-ca
"intestí"-noun-ca "budèth"-noun-oc
"cara"-noun-ca "fàcia"-noun-oc
"fàcia"-noun-oc "cara"-noun-ca
"cara"-noun-oc "rostre"-noun-ca
"rostre"-noun-ca "cara"-noun-oc
"èmfasi"-noun-ca "enfasi"-noun-oc
"enfasi"-noun-oc "èmfasi"-noun-ca
"claretat"-noun-oc "claredat"-noun-ca
"claredat"-noun-ca "claretat"-noun-oc
"pompa"-noun-oc "bomba"-noun-ca
"bomba"-noun-ca "pompa"-noun-oc
"trompa"-noun-oc "trompa"-noun-ca
"trompa"-noun-ca "trompa"-noun-oc
"tendéncia"-noun-oc "tendència"-noun-ca
"tendència"-noun-ca "tendéncia"-noun-oc
"anèl"-noun-oc "anell"-noun-ca
"anell"-noun-ca "anèl"-noun-oc
"pendent"-noun-oc "pendent"-noun-ca
"pendent"-noun-ca "pendent"-noun-oc
"plataforma"-noun-ca "platafòrma"-noun-oc
"plataforma"-noun-ca "plataforma"-noun-oc
"platafòrma"-noun-oc "plataforma"-noun-ca
"plataforma"-noun-oc "plataforma"-noun-ca
"rapidesa"-noun-ca "rapiditat"-noun-oc
"rapiditat"-noun-oc "rapidesa"-noun-ca
"velocitat"-noun-oc "velocitat"-noun-ca
"velocitat"-noun-ca "velocitat"-noun-oc
"raó"-noun-ca "rason"-noun-oc
"rason"-noun-oc "raó"-noun-ca
"mur"-noun-ca "mur"-noun-oc
"mur"-noun-oc "mur"-noun-ca
"diferéncia"-noun-oc "diferència"-noun-ca
"diferència"-noun-ca "diferéncia"-noun-oc
"diferència"-noun-ca "desparietat"-noun-oc
"desparietat"-noun-oc "diferència"-noun-ca
"messatge"-noun-oc "missatge"-noun-ca
"missatge"-noun-ca "messatge"-noun-oc
"comanda"-noun-oc "encàrrec"-noun-ca
"encàrrec"-noun-ca "comanda"-noun-oc
"informacion"-noun-oc "informació"-noun-ca
"informació"-noun-ca "informacion"-noun-oc
"connexió"-noun-ca "connexion"-noun-oc
"connexion"-noun-oc "connexió"-noun-ca
"negacion"-noun-oc "negació"-noun-ca
"negació"-noun-ca "negacion"-noun-oc
"pluja"-noun-ca "ploja"-noun-oc
"pluja"-noun-ca "pluèja"-noun-oc
"ploja"-noun-oc "pluja"-noun-ca
"pluèja"-noun-oc "pluja"-noun-ca
"pedra"-noun-ca "pèira"-noun-oc
"pèira"-noun-oc "pedra"-noun-ca
"uas"-noun-oc "os"-noun-ca
"os"-noun-ca "uas"-noun-oc
"salutacion"-noun-oc "salutació"-noun-ca
"salutació"-noun-ca "salutacion"-noun-oc
"vestíbul"-noun-ca "vestibul"-noun-oc
"vestibul"-noun-oc "vestíbul"-noun-ca
"pèl"-noun-oc "pell"-noun-ca
"pell"-noun-ca "pèl"-noun-oc
"nin"-noun-oc "niu"-noun-ca
"niu"-noun-ca "nin"-noun-oc
"accès"-noun-oc "accés"-noun-ca
"accés"-noun-ca "accès"-noun-oc
"correja"-noun-oc "corretja"-noun-ca
"corretja"-noun-ca "correja"-noun-oc
"punta"-noun-oc "punta"-noun-ca
"punta"-noun-ca "punta"-noun-oc
"punta"-noun-ca "poncha"-noun-oc
"poncha"-noun-oc "punta"-noun-ca
"rasim"-noun-oc "raïm"-noun-ca
"raïm"-noun-ca "rasim"-noun-oc
"rèsta"-noun-oc "resta"-noun-ca
"resta"-noun-ca "rèsta"-noun-oc
"cercle"-noun-ca "cercle"-noun-oc
"cercle"-noun-oc "cercle"-noun-ca
"disc"-noun-oc "disc"-noun-ca
"disc"-noun-ca "disc"-noun-oc
"fialat"-noun-oc "xarxa"-noun-ca
"xarxa"-noun-ca "fialat"-noun-oc
"xarxa"-noun-ca "filat"-noun-oc
"xarxa"-noun-ca "ret"-noun-oc
"filat"-noun-oc "xarxa"-noun-ca
"ret"-noun-oc "xarxa"-noun-ca
"color"-noun-oc "color"-noun-ca
"color"-noun-ca "color"-noun-oc
"protocòu"-noun-oc "protocol"-noun-ca
"protocol"-noun-ca "protocòu"-noun-oc
"protocol"-noun-ca "protocòl"-noun-oc
"protocòl"-noun-oc "protocol"-noun-ca
"blòc"-noun-oc "bloc"-noun-ca
"bloc"-noun-ca "blòc"-noun-oc
"pollastre"-noun-ca "pol"-noun-oc
"pol"-noun-oc "pollastre"-noun-ca
"gal"-noun-oc "gall"-noun-ca
"gall"-noun-ca "gal"-noun-oc
"audèth"-noun-oc "ocell"-noun-ca
"ocell"-noun-ca "audèth"-noun-oc
"ocell"-noun-ca "ausèl"-noun-oc
"ocell"-noun-ca "aucèl"-noun-oc
"ausèl"-noun-oc "ocell"-noun-ca
"aucèl"-noun-oc "ocell"-noun-ca
"blocatge"-noun-oc "bloqueig"-noun-ca
"bloqueig"-noun-ca "blocatge"-noun-oc
"via"-noun-oc "via"-noun-ca
"via"-noun-ca "via"-noun-oc
"camin"-noun-oc "camí"-noun-ca
"camí"-noun-ca "camin"-noun-oc
"avenguda"-noun-oc "avinguda"-noun-ca
"avinguda"-noun-ca "avenguda"-noun-oc
"riu"-noun-ca "riu"-noun-oc
"riu"-noun-ca "arriu"-noun-oc
"riu"-noun-oc "riu"-noun-ca
"arriu"-noun-oc "riu"-noun-ca
"passeig"-noun-ca "passejada"-noun-oc
"passejada"-noun-oc "passeig"-noun-ca
"inspiracion"-noun-oc "inspiració"-noun-ca
"inspiració"-noun-ca "inspiracion"-noun-oc
"vena"-noun-ca "vena"-noun-oc
"vena"-noun-oc "vena"-noun-ca
"rèisha"-noun-oc "reixa"-noun-ca
"reixa"-noun-ca "rèisha"-noun-oc
"foncionament"-noun-oc "funcionament"-noun-ca
"funcionament"-noun-ca "foncionament"-noun-oc
"operacion"-noun-oc "operació"-noun-ca
"operació"-noun-ca "operacion"-noun-oc
"pregunta"-noun-ca "qüestion"-noun-oc
"pregunta"-noun-ca "question"-noun-oc
"qüestion"-noun-oc "pregunta"-noun-ca
"qüestion"-noun-oc "qüestió"-noun-ca
"question"-noun-oc "pregunta"-noun-ca
"question"-noun-oc "qüestió"-noun-ca
"qüestió"-noun-ca "qüestion"-noun-oc
"qüestió"-noun-ca "question"-noun-oc
"regulació"-noun-ca "regulacion"-noun-oc
"regulacion"-noun-oc "regulació"-noun-ca
"abilitacion"-noun-oc "habilitació"-noun-ca
"habilitació"-noun-ca "abilitacion"-noun-oc
"autorizacion"-noun-oc "autorització"-noun-ca
"autorització"-noun-ca "autorizacion"-noun-oc
"collaborador"-noun-oc "col·laborador"-noun-ca
"col·laborador"-noun-ca "collaborador"-noun-oc
"collèga"-noun-oc "col·lega"-noun-ca
"col·lega"-noun-ca "collèga"-noun-oc
"company"-noun-ca "companh"-noun-oc
"companh"-noun-oc "company"-noun-ca
"sòci"-noun-oc "soci"-noun-ca
"soci"-noun-ca "sòci"-noun-oc
"coble"-noun-oc "parella"-noun-ca
"parella"-noun-ca "coble"-noun-oc
"parelh"-noun-oc "parell"-noun-ca
"parell"-noun-ca "parelh"-noun-oc
"matrimòni"-noun-oc "matrimoni"-noun-ca
"matrimoni"-noun-ca "matrimòni"-noun-oc
"espós"-noun-oc "espòs"-noun-ca
"espòs"-noun-ca "espós"-noun-oc
"molhèr"-noun-oc "muller"-noun-ca
"muller"-noun-ca "molhèr"-noun-oc
"amant"-noun-oc "amant"-noun-ca
"amant"-noun-ca "amant"-noun-oc
"marit"-noun-oc "marit"-noun-ca
"marit"-noun-ca "marit"-noun-oc
"ajuda"-noun-oc "ajut"-noun-ca
"ajut"-noun-ca "ajuda"-noun-oc
"jornalista"-noun-oc "periodista"-noun-ca
"periodista"-noun-ca "jornalista"-noun-oc
"joen"-noun-oc "jove"-noun-ca
"jove"-noun-ca "joen"-noun-oc
"criatura"-noun-ca "creatura"-noun-oc
"creatura"-noun-oc "criatura"-noun-ca
"vailet"-noun-oc "criat"-noun-ca
"criat"-noun-ca "vailet"-noun-oc
"fulla"-noun-ca "huelha"-noun-oc
"fulla"-noun-ca "fuèlha"-noun-oc
"huelha"-noun-oc "fulla"-noun-ca
"huelha"-noun-oc "full"-noun-ca
"fuèlha"-noun-oc "fulla"-noun-ca
"fuèlha"-noun-oc "full"-noun-ca
"full"-noun-ca "huelha"-noun-oc
"full"-noun-ca "fuèlha"-noun-oc
"lièch"-noun-oc "llit"-noun-ca
"llit"-noun-ca "lièch"-noun-oc
"rumor"-noun-oc "rumor"-noun-ca
"rumor"-noun-ca "rumor"-noun-oc
"tapatge"-noun-oc "soroll"-noun-ca
"soroll"-noun-ca "tapatge"-noun-oc
"soroll"-noun-ca "sorrolh"-noun-oc
"soroll"-noun-ca "bruch"-noun-oc
"sorrolh"-noun-oc "soroll"-noun-ca
"bruch"-noun-oc "soroll"-noun-ca
"so"-noun-ca "son"-noun-oc
"son"-noun-oc "so"-noun-ca
"tarrabastèri"-noun-oc "avalot"-noun-ca
"avalot"-noun-ca "tarrabastèri"-noun-oc
"fama"-noun-ca "reputacion"-noun-oc
"reputacion"-noun-oc "fama"-noun-ca
"reputacion"-noun-oc "reputació"-noun-ca
"reputació"-noun-ca "reputacion"-noun-oc
"renom"-noun-oc "renom"-noun-ca
"renom"-noun-ca "renom"-noun-oc
"nòm"-noun-oc "nom"-noun-ca
"nom"-noun-ca "nòm"-noun-oc
"nom"-noun-ca "nom"-noun-oc
"nom"-noun-oc "nom"-noun-ca
"aparició"-noun-ca "aparicion"-noun-oc
"aparicion"-noun-oc "aparició"-noun-ca
"fenomèn"-noun-oc "fenomen"-noun-ca
"fenomen"-noun-ca "fenomèn"-noun-oc
"fenomen"-noun-ca "fenomen"-noun-oc
"fenomen"-noun-oc "fenomen"-noun-ca
"galejada"-noun-oc "broma"-noun-ca
"broma"-noun-ca "galejada"-noun-oc
"broma"-noun-ca "trufaria"-noun-oc
"broma"-noun-ca "peguejada"-noun-oc
"broma"-noun-ca "badinada"-noun-oc
"trufaria"-noun-oc "broma"-noun-ca
"peguejada"-noun-oc "broma"-noun-ca
"badinada"-noun-oc "broma"-noun-ca
"vagon"-noun-oc "vagó"-noun-ca
"vagó"-noun-ca "vagon"-noun-oc
"cartell"-noun-ca "aficha"-noun-oc
"aficha"-noun-oc "cartell"-noun-ca
"classificacion"-noun-oc "classificació"-noun-ca
"classificació"-noun-ca "classificacion"-noun-oc
"classificació"-noun-ca "classament"-noun-oc
"classament"-noun-oc "classificació"-noun-ca
"certificacion"-noun-oc "certificació"-noun-ca
"certificació"-noun-ca "certificacion"-noun-oc
"liga"-noun-oc "lliga"-noun-ca
"lliga"-noun-ca "liga"-noun-oc
"seccion"-noun-oc "secció"-noun-ca
"secció"-noun-ca "seccion"-noun-oc
"paragraf"-noun-oc "paràgraf"-noun-ca
"paràgraf"-noun-ca "paragraf"-noun-oc
"clausula"-noun-oc "clàusula"-noun-ca
"clàusula"-noun-ca "clausula"-noun-oc
"dauna"-noun-oc "dama"-noun-ca
"dama"-noun-ca "dauna"-noun-oc
"dama"-noun-ca "dama"-noun-oc
"dama"-noun-oc "dama"-noun-ca
"projècte"-noun-oc "projecte"-noun-ca
"projecte"-noun-ca "projècte"-noun-oc
"cavalièr"-noun-oc "cavaller"-noun-ca
"cavaller"-noun-ca "cavalièr"-noun-oc
"terren"-noun-oc "terreny"-noun-ca
"terreny"-noun-ca "terren"-noun-oc
"alimentacion"-noun-oc "alimentació"-noun-ca
"alimentació"-noun-ca "alimentacion"-noun-oc
"dièta"-noun-oc "dieta"-noun-ca
"dieta"-noun-ca "dièta"-noun-oc
"règim"-noun-oc "règim"-noun-ca
"règim"-noun-ca "règim"-noun-oc
"règim"-noun-ca "regim"-noun-oc
"regim"-noun-oc "règim"-noun-ca
"cresença"-noun-oc "creença"-noun-ca
"creença"-noun-ca "cresença"-noun-oc
"descripcion"-noun-oc "descripció"-noun-ca
"descripció"-noun-ca "descripcion"-noun-oc
"aplicacion"-noun-oc "aplicació"-noun-ca
"aplicació"-noun-ca "aplicacion"-noun-oc
"saut"-noun-oc "salt"-noun-ca
"salt"-noun-ca "saut"-noun-oc
"iniciatiua"-noun-oc "iniciativa"-noun-ca
"iniciativa"-noun-ca "iniciatiua"-noun-oc
"iniciativa"-noun-ca "iniciativa"-noun-oc
"iniciativa"-noun-oc "iniciativa"-noun-ca
"enterpresa"-noun-oc "empresa"-noun-ca
"empresa"-noun-ca "enterpresa"-noun-oc
"empresa"-noun-ca "entrepresa"-noun-oc
"empresa"-noun-ca "empresa"-noun-oc
"entrepresa"-noun-oc "empresa"-noun-ca
"empresa"-noun-oc "empresa"-noun-ca
"indústria"-noun-ca "industria"-noun-oc
"industria"-noun-oc "indústria"-noun-ca
"novetat"-noun-oc "novetat"-noun-ca
"novetat"-noun-ca "novetat"-noun-oc
"novetat"-noun-ca "nauetat"-noun-oc
"nauetat"-noun-oc "novetat"-noun-ca
"fondacion"-noun-oc "fundació"-noun-ca
"fundació"-noun-ca "fondacion"-noun-oc
"fonament"-noun-ca "fondament"-noun-oc
"fondament"-noun-oc "fonament"-noun-ca
"basa"-noun-oc "base"-noun-ca
"base"-noun-ca "basa"-noun-oc
"guida"-noun-oc "guia"-noun-ca
"guia"-noun-ca "guida"-noun-oc
"cotització"-noun-ca "cotizacion"-noun-oc
"cotizacion"-noun-oc "cotització"-noun-ca
"utilitat"-noun-oc "utilitat"-noun-ca
"utilitat"-noun-ca "utilitat"-noun-oc
"estrument"-noun-oc "instrument"-noun-ca
"instrument"-noun-ca "estrument"-noun-oc
"instrument"-noun-ca "esturment"-noun-oc
"esturment"-noun-oc "instrument"-noun-ca
"llavor"-noun-ca "semença"-noun-oc
"llavor"-noun-ca "grana"-noun-oc
"semença"-noun-oc "llavor"-noun-ca
"grana"-noun-oc "llavor"-noun-ca
"sorça"-noun-oc "font"-noun-ca
"font"-noun-ca "sorça"-noun-oc
"font"-noun-ca "sorsa"-noun-oc
"font"-noun-ca "fònt"-noun-oc
"font"-noun-ca "font"-noun-oc
"sorsa"-noun-oc "font"-noun-ca
"fònt"-noun-oc "font"-noun-ca
"font"-noun-oc "font"-noun-ca
"abisme"-noun-ca "abisme"-noun-oc
"abisme"-noun-oc "abisme"-noun-ca
"precipici"-noun-ca "precipici"-noun-oc
"precipici"-noun-oc "precipici"-noun-ca
"bauç"-noun-oc "penya-segat"-noun-ca
"penya-segat"-noun-ca "bauç"-noun-oc
"patè"-noun-oc "paté"-noun-ca
"paté"-noun-ca "patè"-noun-oc
"còca"-noun-oc "coca"-noun-ca
"coca"-noun-ca "còca"-noun-oc
"cessió"-noun-ca "cession"-noun-oc
"cession"-noun-oc "cessió"-noun-ca
"concession"-noun-oc "concessió"-noun-ca
"concessió"-noun-ca "concession"-noun-oc
"cistella"-noun-ca "panièr"-noun-oc
"panièr"-noun-oc "cistella"-noun-ca
"afirmacion"-noun-oc "afirmació"-noun-ca
"afirmació"-noun-ca "afirmacion"-noun-oc
"valor"-noun-oc "valor"-noun-ca
"valor"-noun-ca "valor"-noun-oc
"merit"-noun-oc "mèrit"-noun-ca
"mèrit"-noun-ca "merit"-noun-oc
"reng"-noun-oc "rang"-noun-ca
"rang"-noun-ca "reng"-noun-oc
"classa"-noun-oc "classe"-noun-ca
"classe"-noun-ca "classa"-noun-oc
"processon"-noun-oc "processó"-noun-ca
"processó"-noun-ca "processon"-noun-oc
"processó"-noun-ca "procession"-noun-oc
"procession"-noun-oc "processó"-noun-ca
"multitud"-noun-oc "multitud"-noun-ca
"multitud"-noun-ca "multitud"-noun-oc
"capèl"-noun-oc "barret"-noun-ca
"barret"-noun-ca "capèl"-noun-oc
"casqueta"-noun-oc "gorra"-noun-ca
"gorra"-noun-ca "casqueta"-noun-oc
"menú"-noun-oc "menú"-noun-ca
"menú"-noun-ca "menú"-noun-oc
"menú"-noun-ca "menu"-noun-oc
"menu"-noun-oc "menú"-noun-ca
"carton"-noun-oc "cartró"-noun-ca
"cartró"-noun-ca "carton"-noun-oc
"esquèma"-noun-oc "esquema"-noun-ca
"esquema"-noun-ca "esquèma"-noun-oc
"drama"-noun-oc "drama"-noun-ca
"drama"-noun-ca "drama"-noun-oc
"usatge"-noun-oc "ús"-noun-ca
"ús"-noun-ca "usatge"-noun-oc
"ús"-noun-ca "emplec"-noun-oc
"emplec"-noun-oc "ús"-noun-ca
"utilizacion"-noun-oc "utilització"-noun-ca
"utilització"-noun-ca "utilizacion"-noun-oc
"utilització"-noun-ca "utilisacion"-noun-oc
"utilisacion"-noun-oc "utilització"-noun-ca
"directòri"-noun-oc "directori"-noun-ca
"directori"-noun-ca "directòri"-noun-oc
"ensag"-noun-oc "assaig"-noun-ca
"assaig"-noun-ca "ensag"-noun-oc
"assaig"-noun-ca "assag"-noun-oc
"prova"-noun-ca "espròva"-noun-oc
"prova"-noun-ca "pròva"-noun-oc
"prova"-noun-ca "pròba"-noun-oc
"espròva"-noun-oc "prova"-noun-ca
"pròva"-noun-oc "prova"-noun-ca
"pròba"-noun-oc "prova"-noun-ca
"assag"-noun-oc "assaig"-noun-ca
"recipient"-noun-oc "recipient"-noun-ca
"recipient"-noun-ca "recipient"-noun-oc
"fang"-noun-ca "fanga"-noun-oc
"fanga"-noun-oc "fang"-noun-ca
"cafè"-noun-ca "café"-noun-oc
"café"-noun-oc "cafè"-noun-ca
"aubèrja"-noun-oc "alberg"-noun-ca
"alberg"-noun-ca "aubèrja"-noun-oc
"permanéncia"-noun-oc "permanència"-noun-ca
"permanència"-noun-ca "permanéncia"-noun-oc
"atraccion"-noun-oc "atracció"-noun-ca
"atracció"-noun-ca "atraccion"-noun-oc
"seu"-noun-ca "sedença"-noun-oc
"sedença"-noun-oc "seu"-noun-ca
"pension"-noun-oc "pensió"-noun-ca
"pensió"-noun-ca "pension"-noun-oc
"taverna"-noun-ca "tavèrna"-noun-oc
"tavèrna"-noun-oc "taverna"-noun-ca
"caldera"-noun-ca "caudièra"-noun-oc
"caudièra"-noun-oc "caldera"-noun-ca
"bóstia"-noun-oc "capsa"-noun-ca
"capsa"-noun-ca "bóstia"-noun-oc
"caixa"-noun-ca "caissa"-noun-oc
"caissa"-noun-oc "caixa"-noun-ca
"vergonya"-noun-ca "vergonha"-noun-oc
"vergonha"-noun-oc "vergonya"-noun-ca
"pronostic"-noun-oc "pronòstic"-noun-ca
"pronòstic"-noun-ca "pronostic"-noun-oc
"subvencion"-noun-oc "subvenció"-noun-ca
"subvenció"-noun-ca "subvencion"-noun-oc
"campion"-noun-oc "campió"-noun-ca
"campió"-noun-ca "campion"-noun-oc
"pilòta"-noun-oc "pilota"-noun-ca
"pilota"-noun-ca "pilòta"-noun-oc
"ciutadan"-noun-oc "ciutadà"-noun-ca
"ciutadà"-noun-ca "ciutadan"-noun-oc
"jubilacion"-noun-oc "jubilació"-noun-ca
"jubilació"-noun-ca "jubilacion"-noun-oc
"creishement"-noun-oc "creixement"-noun-ca
"creixement"-noun-ca "creishement"-noun-oc
"creixement"-noun-ca "creissement"-noun-oc
"creissement"-noun-oc "creixement"-noun-ca
"agrandiment"-noun-oc "ampliació"-noun-ca
"ampliació"-noun-ca "agrandiment"-noun-oc
"ampliació"-noun-ca "ampliament"-noun-oc
"ampliació"-noun-ca "agraniment"-noun-oc
"ampliament"-noun-oc "ampliació"-noun-ca
"agraniment"-noun-oc "ampliació"-noun-ca
"tarifa"-noun-oc "tarifa"-noun-ca
"tarifa"-noun-ca "tarifa"-noun-oc
"collaboracion"-noun-oc "col·laboració"-noun-ca
"col·laboració"-noun-ca "collaboracion"-noun-oc
"associació"-noun-ca "associacion"-noun-oc
"associacion"-noun-oc "associació"-noun-ca
"sèxe"-noun-oc "sexe"-noun-ca
"sexe"-noun-ca "sèxe"-noun-oc
"detencion"-noun-oc "detenció"-noun-ca
"detenció"-noun-ca "detencion"-noun-oc
"caumatge"-noun-oc "atur"-noun-ca
"atur"-noun-ca "caumatge"-noun-oc
"defensa"-noun-oc "defensa"-noun-ca
"defensa"-noun-ca "defensa"-noun-oc
"excursion"-noun-oc "excursió"-noun-ca
"excursió"-noun-ca "excursion"-noun-oc
"brigada"-noun-ca "brigada"-noun-oc
"brigada"-noun-oc "brigada"-noun-ca
"vèspre"-noun-oc "tarda"-noun-ca
"tarda"-noun-ca "vèspre"-noun-oc
"mocion"-noun-oc "moció"-noun-ca
"moció"-noun-ca "mocion"-noun-oc
"moviment"-noun-oc "moviment"-noun-ca
"moviment"-noun-ca "moviment"-noun-oc
"moviment"-noun-ca "movement"-noun-oc
"moviment"-noun-ca "moïment"-noun-oc
"movement"-noun-oc "moviment"-noun-ca
"moïment"-noun-oc "moviment"-noun-ca
"licenciament"-noun-oc "acomiadament"-noun-ca
"acomiadament"-noun-ca "licenciament"-noun-oc
"acomiadament"-noun-ca "bandiment"-noun-oc
"acomiadament"-noun-ca "aconjadament"-noun-oc
"bandiment"-noun-oc "acomiadament"-noun-ca
"aconjadament"-noun-oc "acomiadament"-noun-ca
"provocacion"-noun-oc "provocació"-noun-ca
"provocació"-noun-ca "provocacion"-noun-oc
"conflicte"-noun-oc "conflicte"-noun-ca
"conflicte"-noun-ca "conflicte"-noun-oc
"biais"-noun-oc "manera"-noun-ca
"manera"-noun-ca "biais"-noun-oc
"manera"-noun-ca "manièira"-noun-oc
