"adientment"-adverb-ca "adekvate"-adverb-eo
"funcional"-adjective-ca "funkcia"-adjective-eo
"funkcia"-adjective-eo "funcional"-adjective-ca
"malbenita"-adjective-eo "maleït"-adjective-ca
"maleït"-adjective-ca "malbenita"-adjective-eo
"senespera"-adjective-eo "desesperat"-adjective-ca
"desesperat"-adjective-ca "senespera"-adjective-eo
"sed"-coordinatingConjunction-eo "sinó"-coordinatingConjunction-ca
"sed"-coordinatingConjunction-eo "emperò"-coordinatingConjunction-ca
"sed"-coordinatingConjunction-eo "però"-coordinatingConjunction-ca
"sinó"-coordinatingConjunction-ca "sed"-coordinatingConjunction-eo
"emperò"-coordinatingConjunction-ca "sed"-coordinatingConjunction-eo
"però"-coordinatingConjunction-ca "sed"-coordinatingConjunction-eo
"ĉiufoje pli"-adverb-eo "cada vegada més"-adverb-ca
"cada vegada més"-adverb-ca "ĉiufoje pli"-adverb-eo
"sur"-adverb-eo "damunt"-adverb-ca
"sur"-adverb-eo "al damunt"-adverb-ca
"damunt"-adverb-ca "sur"-adverb-eo
"al damunt"-adverb-ca "sur"-adverb-eo
"penetrado"-noun-eo "penetració"-noun-ca
"penetració"-noun-ca "penetrado"-noun-eo
"ridado"-noun-eo "riure"-noun-ca
"riure"-noun-ca "ridado"-noun-eo
"patriotismo"-noun-eo "patriotisme"-noun-ca
"patriotisme"-noun-ca "patriotismo"-noun-eo
"leĝeco"-noun-eo "legalitat"-noun-ca
"legalitat"-noun-ca "leĝeco"-noun-eo
"mikrobiologio"-noun-eo "microbiologia"-noun-ca
"microbiologia"-noun-ca "mikrobiologio"-noun-eo
"camperol"-noun-ca "kampulo"-noun-eo
"kampulo"-noun-eo "camperol"-noun-ca
"morteco"-noun-eo "mortalitat"-noun-ca
"mortalitat"-noun-ca "morteco"-noun-eo
"ripeto"-noun-eo "repetició"-noun-ca
"repetició"-noun-ca "ripeto"-noun-eo
"oda"-noun-ca "odo"-noun-eo
"odo"-noun-eo "oda"-noun-ca
"adjudiko"-noun-eo "adjudicació"-noun-ca
"adjudicació"-noun-ca "adjudiko"-noun-eo
"ĝeneraliĝo"-noun-eo "generalització"-noun-ca
"generalització"-noun-ca "ĝeneraliĝo"-noun-eo
"generalització"-noun-ca "ĝeneraligo"-noun-eo
"ĝeneraligo"-noun-eo "generalització"-noun-ca
"konkuremo"-noun-eo "competitivitat"-noun-ca
"competitivitat"-noun-ca "konkuremo"-noun-eo
"hektaro"-noun-eo "hectàrea"-noun-ca
"hectàrea"-noun-ca "hektaro"-noun-eo
"vigília"-noun-ca "abstino"-noun-eo
"abstino"-noun-eo "vigília"-noun-ca
"peko"-noun-eo "pecat"-noun-ca
"pecat"-noun-ca "peko"-noun-eo
"telekomunikado"-noun-eo "telecomunicació"-noun-ca
"telecomunicació"-noun-ca "telekomunikado"-noun-eo
"termometro"-noun-eo "termòmetre"-noun-ca
"termòmetre"-noun-ca "termometro"-noun-eo
"exclusiva"-noun-ca "ekskluziveco"-noun-eo
"ekskluziveco"-noun-eo "exclusiva"-noun-ca
"malklereco"-noun-eo "ignorància"-noun-ca
"ignorància"-noun-ca "malklereco"-noun-eo
"asbest"-noun-ca "asbesto"-noun-eo
"asbesto"-noun-eo "asbest"-noun-ca
"aŭtomatiĝo"-noun-eo "automatització"-noun-ca
"automatització"-noun-ca "aŭtomatiĝo"-noun-eo
"automatització"-noun-ca "aŭtomatigo"-noun-eo
"aŭtomatigo"-noun-eo "automatització"-noun-ca
"suferado"-noun-eo "patiment"-noun-ca
"patiment"-noun-ca "suferado"-noun-eo
"estalvi"-noun-ca "ŝparado"-noun-eo
"ŝparado"-noun-eo "estalvi"-noun-ca
"ekscelenco"-noun-eo "excel·lència"-noun-ca
"excel·lència"-noun-ca "ekscelenco"-noun-eo
"impressor"-noun-ca "presisto"-noun-eo
"presisto"-noun-eo "impressor"-noun-ca
"proveïdor"-noun-ca "liveranto"-noun-eo
"liveranto"-noun-eo "proveïdor"-noun-ca
"absolvo"-noun-eo "absolució"-noun-ca
"absolució"-noun-ca "absolvo"-noun-eo
"excusa"-noun-ca "ekskuzo"-noun-eo
"ekskuzo"-noun-eo "excusa"-noun-ca
"ekskuzo"-noun-eo "disculpa"-noun-ca
"disculpa"-noun-ca "ekskuzo"-noun-eo
"disculpa"-noun-ca "senkulpigo"-noun-eo
"senkulpigo"-noun-eo "disculpa"-noun-ca
"KD"-noun-eo "CD"-noun-ca
"CD"-noun-ca "KD"-noun-eo
"ferit"-noun-ca "vundito"-noun-eo
"vundito"-noun-eo "ferit"-noun-ca
"vivmedio"-noun-eo "hàbitat"-noun-ca
"hàbitat"-noun-ca "vivmedio"-noun-eo
"filtrilo"-noun-eo "filtre"-noun-ca
"filtre"-noun-ca "filtrilo"-noun-eo
"maŝinisto"-noun-eo "maquinista"-noun-ca
"maquinista"-noun-ca "maŝinisto"-noun-eo
"recital"-noun-ca "recitalo"-noun-eo
"recitalo"-noun-eo "recital"-noun-ca
"maskoto"-noun-eo "mascota"-noun-ca
"mascota"-noun-ca "maskoto"-noun-eo
"aerodromo"-noun-eo "aeròdrom"-noun-ca
"aeròdrom"-noun-ca "aerodromo"-noun-eo
"pravigo"-noun-eo "justificació"-noun-ca
"justificació"-noun-ca "pravigo"-noun-eo
"renovigebla"-adjective-eo "renovable"-adjective-ca
"renovable"-adjective-ca "renovigebla"-adjective-eo
"neprobabla"-adjective-eo "improbable"-adjective-ca
"improbable"-adjective-ca "neprobabla"-adjective-eo
"biogràfic"-adjective-ca "biografia"-adjective-eo
"biografia"-adjective-eo "biogràfic"-adjective-ca
"klinika"-adjective-eo "clínic"-adjective-ca
"clínic"-adjective-ca "klinika"-adjective-eo
"ekvivalenta"-adjective-eo "equivalent"-adjective-ca
"equivalent"-adjective-ca "ekvivalenta"-adjective-eo
"sinonima"-adjective-eo "sinònim"-adjective-ca
"sinònim"-adjective-ca "sinonima"-adjective-eo
"comparable"-adjective-ca "komparebla"-adjective-eo
"komparebla"-adjective-eo "comparable"-adjective-ca
"komparebla"-adjective-eo "equiparable"-adjective-ca
"equiparable"-adjective-ca "komparebla"-adjective-eo
"rival"-adjective-ca "rivala"-adjective-eo
"rivala"-adjective-eo "rival"-adjective-ca
"nombra"-adjective-eo "numèric"-adjective-ca
"numèric"-adjective-ca "nombra"-adjective-eo
"numèric"-adjective-ca "numera"-adjective-eo
"numera"-adjective-eo "numèric"-adjective-ca
"ekstremista"-adjective-eo "extremista"-adjective-ca
"extremista"-adjective-ca "ekstremista"-adjective-eo
"extremista"-adjective-ca "ekstremisma"-adjective-eo
"ekstremisma"-adjective-eo "extremista"-adjective-ca
"elektronika"-adjective-eo "electrònic"-adjective-ca
"electrònic"-adjective-ca "elektronika"-adjective-eo
"ascendent"-adjective-ca "suprenira"-adjective-eo
"suprenira"-adjective-eo "ascendent"-adjective-ca
"adhera"-adjective-eo "adhesiu"-adjective-ca
"adhesiu"-adjective-ca "adhera"-adjective-eo
"erudicia"-adjective-eo "erudit"-adjective-ca
"erudit"-adjective-ca "erudicia"-adjective-eo
"saleta"-adjective-eo "salat"-adjective-ca
"salat"-adjective-ca "saleta"-adjective-eo
"hierarkia"-adjective-eo "jeràrquic"-adjective-ca
"jeràrquic"-adjective-ca "hierarkia"-adjective-eo
"kirurgia"-adjective-eo "quirúrgic"-adjective-ca
"quirúrgic"-adjective-ca "kirurgia"-adjective-eo
"mental"-adjective-ca "mensa"-adjective-eo
"mensa"-adjective-eo "mental"-adjective-ca
"kvanta"-adjective-eo "quantitatiu"-adjective-ca
"quantitatiu"-adjective-ca "kvanta"-adjective-eo
"veterinara"-adjective-eo "veterinari"-adjective-ca
"veterinari"-adjective-ca "veterinara"-adjective-eo
"monata"-adjective-eo "mensual"-adjective-ca
"mensual"-adjective-ca "monata"-adjective-eo
"organisma"-adjective-eo "orgànic"-adjective-ca
"orgànic"-adjective-ca "organisma"-adjective-eo
"orgànic"-adjective-ca "organa"-adjective-eo
"orgànic"-adjective-ca "organika"-adjective-eo
"organa"-adjective-eo "orgànic"-adjective-ca
"organika"-adjective-eo "orgànic"-adjective-ca
"fonologia"-adjective-eo "fonològic"-adjective-ca
"fonològic"-adjective-ca "fonologia"-adjective-eo
"triangular"-adjective-ca "triangula"-adjective-eo
"triangula"-adjective-eo "triangular"-adjective-ca
"ambicia"-adjective-eo "ambiciós"-adjective-ca
"ambiciós"-adjective-ca "ambicia"-adjective-eo
"statistika"-adjective-eo "estadístic"-adjective-ca
"estadístic"-adjective-ca "statistika"-adjective-eo
"restrukturi"-verb-eo "reestructurar"-verb-ca
"reestructurar"-verb-ca "restrukturi"-verb-eo
"formuli"-verb-eo "formular"-verb-ca
"formular"-verb-ca "formuli"-verb-eo
"skani"-verb-eo "escanejar"-verb-ca
"escanejar"-verb-ca "skani"-verb-eo
"benvingut"-adjective-ca "bonvena"-adjective-eo
"bonvena"-adjective-eo "benvingut"-adjective-ca
"monpuni"-verb-eo "multar"-verb-ca
"multar"-verb-ca "monpuni"-verb-eo
"ekstradicii"-verb-eo "extraditar"-verb-ca
"extraditar"-verb-ca "ekstradicii"-verb-eo
"Kongo"-properNoun-eo "Congo"-properNoun-ca
"Congo"-properNoun-ca "Kongo"-properNoun-eo
"antrakso"-noun-eo "àntrax"-noun-ca
"àntrax"-noun-ca "antrakso"-noun-eo
"dizeloleo"-noun-eo "gasoil"-noun-ca
"gasoil"-noun-ca "dizeloleo"-noun-eo
"DVD"-noun-eo "DVD"-noun-ca
"DVD"-noun-ca "DVD"-noun-eo
"karate"-noun-ca "karateo"-noun-eo
"karateo"-noun-eo "karate"-noun-ca
"metafísica"-noun-ca "metafiziko"-noun-eo
"metafiziko"-noun-eo "metafísica"-noun-ca
"solfeig"-noun-ca "solfeĝo"-noun-eo
"solfeĝo"-noun-eo "solfeig"-noun-ca
"natació"-noun-ca "naĝado"-noun-eo
"naĝado"-noun-eo "natació"-noun-ca
"traŭmatologio"-noun-eo "traumatologia"-noun-ca
"traumatologia"-noun-ca "traŭmatologio"-noun-eo
"Apple"-properNoun-eo "Apple"-properNoun-ca
"Apple"-properNoun-ca "Apple"-properNoun-eo
"Nokia"-properNoun-eo "Nokia"-properNoun-ca
"Nokia"-properNoun-ca "Nokia"-properNoun-eo
"multe pli bone"-adverb-eo "molt millor"-adverb-ca
"molt millor"-adverb-ca "multe pli bone"-adverb-eo
"multe malpli"-adverb-eo "molt menys"-adverb-ca
"molt menys"-adverb-ca "multe malpli"-adverb-eo
"ĉemane"-adverb-eo "a mà"-adverb-ca
"a mà"-adverb-ca "ĉemane"-adverb-eo
"a mà"-adverb-ca "mane"-adverb-eo
"mane"-adverb-eo "a mà"-adverb-ca
"mane"-adverb-eo "manualment"-adverb-ca
"manualment"-adverb-ca "mane"-adverb-eo
"almenaŭ"-adverb-eo "si més no"-adverb-ca
"almenaŭ"-adverb-eo "com a mínim"-adverb-ca
"si més no"-adverb-ca "almenaŭ"-adverb-eo
"com a mínim"-adverb-ca "almenaŭ"-adverb-eo
"kulture"-adverb-eo "culturalment"-adverb-ca
"culturalment"-adverb-ca "kulture"-adverb-eo
"per exemple"-adverb-ca "ekzemple"-adverb-eo
"ekzemple"-adverb-eo "per exemple"-adverb-ca
"gratuïtament"-adverb-ca "senpage"-adverb-eo
"senpage"-adverb-eo "gratuïtament"-adverb-ca
"senpage"-adverb-eo "gratis"-adverb-ca
"gratis"-adverb-ca "senpage"-adverb-eo
"a gran escala"-adverb-ca "grandskale"-adverb-eo
"grandskale"-adverb-eo "a gran escala"-adverb-ca
"en fila índia"-adverb-ca "en ansera vico"-adverb-eo
"en ansera vico"-adverb-eo "en fila índia"-adverb-ca
"matene"-adverb-eo "al matí"-adverb-ca
"al matí"-adverb-ca "matene"-adverb-eo
"obligatòriament"-adverb-ca "devige"-adverb-eo
"devige"-adverb-eo "obligatòriament"-adverb-ca
"implacablement"-adverb-ca "senkompate"-adverb-eo
"implacablement"-adverb-ca "malkompateme"-adverb-eo
"senkompate"-adverb-eo "implacablement"-adverb-ca
"malkompateme"-adverb-eo "implacablement"-adverb-ca
"internacie"-adverb-eo "internacionalment"-adverb-ca
"internacionalment"-adverb-ca "internacie"-adverb-eo
"matematike"-adverb-eo "matemàticament"-adverb-ca
"matemàticament"-adverb-ca "matematike"-adverb-eo
"maloportune"-adverb-eo "fora de lloc"-adverb-ca
"fora de lloc"-adverb-ca "maloportune"-adverb-eo
"previsiblement"-adverb-ca "antaŭvideble"-adverb-eo
"antaŭvideble"-adverb-eo "previsiblement"-adverb-ca
"adiaŭ"-interjection-eo "adéu"-interjection-ca
"adéu"-interjection-ca "adiaŭ"-interjection-eo
"dankon"-interjection-eo "gràcies"-interjection-ca
"gràcies"-interjection-ca "dankon"-interjection-eo
"konsiderante"-preposition-eo "en vista de"-preposition-ca
"en vista de"-preposition-ca "konsiderante"-preposition-eo
"alia"-pronoun-eo "un altre"-pronoun-ca
"un altre"-pronoun-ca "alia"-pronoun-eo
"ambdós"-pronoun-ca "ambaŭ"-pronoun-eo
"ambaŭ"-pronoun-eo "ambdós"-pronoun-ca
"biscaí"-adjective-ca "biskaja"-adjective-eo
"biskaja"-adjective-eo "biscaí"-adjective-ca
"kunproduktaĵo"-noun-eo "coproducció"-noun-ca
"coproducció"-noun-ca "kunproduktaĵo"-noun-eo
"coproducció"-noun-ca "kunproduktado"-noun-eo
"kunproduktado"-noun-eo "coproducció"-noun-ca
"gastronomia"-adjective-eo "gastronòmic"-adjective-ca
"gastronòmic"-adjective-ca "gastronomia"-adjective-eo
"Kosovo"-properNoun-eo "Kosovo"-properNoun-ca
"Kosovo"-properNoun-ca "Kosovo"-properNoun-eo
"maljuniĝo"-noun-eo "envelliment"-noun-ca
"envelliment"-noun-ca "maljuniĝo"-noun-eo
"bapto"-noun-eo "bateig"-noun-ca
"bateig"-noun-ca "bapto"-noun-eo
"perfido"-noun-eo "traïció"-noun-ca
"traïció"-noun-ca "perfido"-noun-eo
"boksado"-noun-eo "boxa"-noun-ca
"boxa"-noun-ca "boksado"-noun-eo
"lignaĵejo"-noun-eo "fusteria"-noun-ca
"fusteria"-noun-ca "lignaĵejo"-noun-eo
"centralizo"-noun-eo "centralització"-noun-ca
"centralització"-noun-ca "centralizo"-noun-eo
"kontinueco"-noun-eo "continuïtat"-noun-ca
"continuïtat"-noun-ca "kontinueco"-noun-eo
"biciklado"-noun-eo "ciclisme"-noun-ca
"ciclisme"-noun-ca "biciklado"-noun-eo
"kisto"-noun-eo "quist"-noun-ca
"quist"-noun-ca "kisto"-noun-eo
"papà"-noun-ca "paĉjo"-noun-eo
"paĉjo"-noun-eo "papà"-noun-ca
"malcentralizo"-noun-eo "descentralització"-noun-ca
"descentralització"-noun-ca "malcentralizo"-noun-eo
"dialèctica"-noun-ca "dialektiko"-noun-eo
"dialektiko"-noun-eo "dialèctica"-noun-ca
"diòcesi"-noun-ca "diocezo"-noun-eo
"diocezo"-noun-eo "diòcesi"-noun-ca
"dokumenta filmo"-noun-eo "documental"-noun-ca
"documental"-noun-ca "dokumenta filmo"-noun-eo
"eleganteco"-noun-eo "elegància"-noun-ca
"elegància"-noun-ca "eleganteco"-noun-eo
"brakumo"-noun-eo "abraçada"-noun-ca
"abraçada"-noun-ca "brakumo"-noun-eo
"eksteriĝo"-noun-eo "exteriorització"-noun-ca
"exteriorització"-noun-ca "eksteriĝo"-noun-eo
"exteriorització"-noun-ca "eksterigo"-noun-eo
"eksterigo"-noun-eo "exteriorització"-noun-ca
"fascino"-noun-eo "fascinació"-noun-ca
"fascinació"-noun-ca "fascino"-noun-eo
"dekkvino"-noun-eo "quinzena"-noun-ca
"quinzena"-noun-ca "dekkvino"-noun-eo
"frescor"-noun-ca "malvarmeto"-noun-eo
"malvarmeto"-noun-eo "frescor"-noun-ca
"holocaust"-noun-ca "holokaŭsto"-noun-eo
"holokaŭsto"-noun-eo "holocaust"-noun-ca
"genoma"-noun-ca "genaro"-noun-eo
"genaro"-noun-eo "genoma"-noun-ca
"ekzekutisto"-noun-eo "botxí"-noun-ca
"botxí"-noun-ca "ekzekutisto"-noun-eo
"elnombrado"-noun-eo "recompte"-noun-ca
"recompte"-noun-ca "elnombrado"-noun-eo
"enhospitaliĝo"-noun-eo "hospitalització"-noun-ca
"hospitalització"-noun-ca "enhospitaliĝo"-noun-eo
"hospitalització"-noun-ca "enhospitaligo"-noun-eo
"enhospitaligo"-noun-eo "hospitalització"-noun-ca
"humanista"-noun-ca "humanisto"-noun-eo
"humanisto"-noun-eo "humanista"-noun-ca
"imuneco"-noun-eo "immunitat"-noun-ca
"immunitat"-noun-ca "imuneco"-noun-eo
"senpoveco"-noun-eo "impotència"-noun-ca
"impotència"-noun-ca "senpoveco"-noun-eo
"cindrigo"-noun-eo "incineració"-noun-ca
"incineració"-noun-ca "cindrigo"-noun-eo
"internaciigo"-noun-eo "internacionalització"-noun-ca
"internacionalització"-noun-ca "internaciigo"-noun-eo
"investisto"-noun-eo "inversor"-noun-ca
"inversor"-noun-ca "investisto"-noun-eo
"inversor"-noun-ca "investinto"-noun-eo
"inversor"-noun-ca "investanto"-noun-eo
"investinto"-noun-eo "inversor"-noun-ca
"investanto"-noun-eo "inversor"-noun-ca
"neracieco"-noun-eo "irracionalitat"-noun-ca
"irracionalitat"-noun-ca "neracieco"-noun-eo
"fanal"-noun-ca "stratlanterno"-noun-eo
"stratlanterno"-noun-eo "fanal"-noun-ca
"mafio"-noun-eo "màfia"-noun-ca
"màfia"-noun-ca "mafio"-noun-eo
"maratono"-noun-eo "marató"-noun-ca
"marató"-noun-ca "maratono"-noun-eo
"milicio"-noun-eo "milícia"-noun-ca
"milícia"-noun-ca "milicio"-noun-eo
"milionulo"-noun-eo "milionari"-noun-ca
"milionari"-noun-ca "milionulo"-noun-eo
"misilo"-noun-eo "míssil"-noun-ca
"míssil"-noun-ca "misilo"-noun-eo
"movebleco"-noun-eo "mobilitat"-noun-ca
"mobilitat"-noun-ca "movebleco"-noun-eo
"patrineco"-noun-eo "maternitat"-noun-ca
"maternitat"-noun-ca "patrineco"-noun-eo
"neŭrono"-noun-eo "neurona"-noun-ca
"neurona"-noun-ca "neŭrono"-noun-eo
"normaleco"-noun-eo "normalitat"-noun-ca
"normalitat"-noun-ca "normaleco"-noun-eo
"orografio"-noun-eo "orografia"-noun-ca
"orografia"-noun-ca "orografio"-noun-eo
"oksidado"-noun-eo "oxidació"-noun-ca
"oxidació"-noun-ca "oksidado"-noun-eo
"piediranto"-noun-eo "vianant"-noun-ca
"vianant"-noun-ca "piediranto"-noun-eo
"pilgrimanto"-noun-eo "pelegrí"-noun-ca
"pelegrí"-noun-ca "pilgrimanto"-noun-eo
"polonio"-noun-eo "poloni"-noun-ca
"poloni"-noun-ca "polonio"-noun-eo
"rekonvertado"-noun-eo "reconversió"-noun-ca
"reconversió"-noun-ca "rekonvertado"-noun-eo
"sabotado"-noun-eo "sabotatge"-noun-ca
"sabotatge"-noun-ca "sabotado"-noun-eo
"sarcòfag"-noun-ca "sarkofago"-noun-eo
"sarkofago"-noun-eo "sarcòfag"-noun-ca
"sekseco"-noun-eo "sexualitat"-noun-ca
"sexualitat"-noun-ca "sekseco"-noun-eo
"sabater"-noun-ca "ŝuisto"-noun-eo
"ŝuisto"-noun-eo "sabater"-noun-ca
"malrapideco"-noun-eo "lentitud"-noun-ca
"lentitud"-noun-ca "malrapideco"-noun-eo
"rideto"-noun-eo "somriure"-noun-ca
"somriure"-noun-ca "rideto"-noun-eo
"forĝisto"-noun-eo "ferrer"-noun-ca
"ferrer"-noun-ca "forĝisto"-noun-eo
"korektiga"-adjective-eo "corrector"-adjective-ca
"corrector"-adjective-ca "korektiga"-adjective-eo
"strukturado"-noun-eo "estructuració"-noun-ca
"estructuració"-noun-ca "strukturado"-noun-eo
"sindromo"-noun-eo "síndrome"-noun-ca
"síndrome"-noun-ca "sindromo"-noun-eo
"transskribo"-noun-eo "transcripció"-noun-ca
"transcripció"-noun-ca "transskribo"-noun-eo
"tremolor"-noun-ca "tremo"-noun-eo
"tremo"-noun-eo "tremolor"-noun-ca
"trilogio"-noun-eo "trilogia"-noun-ca
"trilogia"-noun-ca "trilogio"-noun-eo
"magnato"-noun-eo "magnat"-noun-ca
"magnat"-noun-ca "magnato"-noun-eo
"tajfuno"-noun-eo "tifó"-noun-ca
"tifó"-noun-ca "tajfuno"-noun-eo
"videbleco"-noun-eo "visibilitat"-noun-ca
"visibilitat"-noun-ca "videbleco"-noun-eo
"eluziĝo"-noun-eo "desgast"-noun-ca
"desgast"-noun-ca "eluziĝo"-noun-eo
"bàrbar"-adjective-ca "barbara"-adjective-eo
"barbara"-adjective-eo "bàrbar"-adjective-ca
"andora"-adjective-eo "andorrà"-adjective-ca
"andorrà"-adjective-ca "andora"-adjective-eo
"anglosaxó"-adjective-ca "anglosaksa"-adjective-eo
"anglosaksa"-adjective-eo "anglosaxó"-adjective-ca
"argentí"-adjective-ca "argentina"-adjective-eo
"argentina"-adjective-eo "argentí"-adjective-ca
"balcànic"-adjective-ca "balkana"-adjective-eo
"balkana"-adjective-eo "balcànic"-adjective-ca
"budhista"-adjective-eo "budista"-adjective-ca
"budista"-adjective-ca "budhista"-adjective-eo
"budista"-adjective-ca "budhisma"-adjective-eo
"budhisma"-adjective-eo "budista"-adjective-ca
"canari"-adjective-ca "kanaria"-adjective-eo
"kanaria"-adjective-eo "canari"-adjective-ca
"libana"-adjective-eo "libanès"-adjective-ca
"libanès"-adjective-ca "libana"-adjective-eo
"peruà"-adjective-ca "perua"-adjective-eo
"perua"-adjective-eo "peruà"-adjective-ca
"akustika"-adjective-eo "acústic"-adjective-ca
"acústic"-adjective-ca "akustika"-adjective-eo
"al·lèrgic"-adjective-ca "alergia"-adjective-eo
"alergia"-adjective-eo "al·lèrgic"-adjective-ca
"analiza"-adjective-eo "analític"-adjective-ca
"analític"-adjective-ca "analiza"-adjective-eo
"anarkia"-adjective-eo "anàrquic"-adjective-ca
"anàrquic"-adjective-ca "anarkia"-adjective-eo
"antropologia"-adjective-eo "antropològic"-adjective-ca
"antropològic"-adjective-ca "antropologia"-adjective-eo
"arquitectònic"-adjective-ca "arkitektura"-adjective-eo
"arkitektura"-adjective-eo "arquitectònic"-adjective-ca
"autobiogràfic"-adjective-ca "aŭtobiografia"-adjective-eo
"aŭtobiografia"-adjective-eo "autobiogràfic"-adjective-ca
"botanika"-adjective-eo "botànic"-adjective-ca
"botànic"-adjective-ca "botanika"-adjective-eo
"burokrata"-adjective-eo "burocràtic"-adjective-ca
"burocràtic"-adjective-ca "burokrata"-adjective-eo
"ceràmic"-adjective-ca "ceramika"-adjective-eo
"ceramika"-adjective-eo "ceràmic"-adjective-ca
"dialèctic"-adjective-ca "dialektika"-adjective-eo
"dialektika"-adjective-eo "dialèctic"-adjective-ca
"decebedor"-adjective-ca "seniluziiga"-adjective-eo
"decebedor"-adjective-ca "desaponta"-adjective-eo
"seniluziiga"-adjective-eo "decebedor"-adjective-ca
"desaponta"-adjective-eo "decebedor"-adjective-ca
"elimina"-adjective-eo "eliminatori"-adjective-ca
"eliminatori"-adjective-ca "elimina"-adjective-eo
"empiria"-adjective-eo "empíric"-adjective-ca
"empíric"-adjective-ca "empiria"-adjective-eo
"fluoreska"-adjective-eo "fluorescent"-adjective-ca
"fluorescent"-adjective-ca "fluoreska"-adjective-eo
"fraŭda"-adjective-eo "fraudulent"-adjective-ca
"fraudulent"-adjective-ca "fraŭda"-adjective-eo
"geopolitika"-adjective-eo "geopolític"-adjective-ca
"geopolític"-adjective-ca "geopolitika"-adjective-eo
"senbaza"-adjective-eo "infundat"-adjective-ca
"infundat"-adjective-ca "senbaza"-adjective-eo
"heroa"-adjective-eo "heroic"-adjective-ca
"heroic"-adjective-ca "heroa"-adjective-eo
"hibrida"-adjective-eo "híbrid"-adjective-ca
"híbrid"-adjective-ca "hibrida"-adjective-eo
"hipoteza"-adjective-eo "hipotètic"-adjective-ca
"hipotètic"-adjective-ca "hipoteza"-adjective-eo
"litúrgic"-adjective-ca "liturgia"-adjective-eo
"liturgia"-adjective-eo "litúrgic"-adjective-ca
"mamífer"-adjective-ca "mamula"-adjective-eo
"mamula"-adjective-eo "mamífer"-adjective-ca
"melòdic"-adjective-ca "melodia"-adjective-eo
"melodia"-adjective-eo "melòdic"-adjective-ca
"metafizika"-adjective-eo "metafísic"-adjective-ca
"metafísic"-adjective-ca "metafizika"-adjective-eo
"metòdic"-adjective-ca "metoda"-adjective-eo
"metoda"-adjective-eo "metòdic"-adjective-ca
"metodològic"-adjective-ca "metodika"-adjective-eo
"metodika"-adjective-eo "metodològic"-adjective-ca
"microscòpic"-adjective-ca "mikroskopa"-adjective-eo
"mikroskopa"-adjective-eo "microscòpic"-adjective-ca
"mitològic"-adjective-ca "mitologia"-adjective-eo
"mitologia"-adjective-eo "mitològic"-adjective-ca
"operacia"-adjective-eo "operatiu"-adjective-ca
"operatiu"-adjective-ca "operacia"-adjective-eo
"pagana"-adjective-eo "pagà"-adjective-ca
"pagà"-adjective-ca "pagana"-adjective-eo
"panoràmic"-adjective-ca "panorama"-adjective-eo
"panorama"-adjective-eo "panoràmic"-adjective-ca
"patologia"-adjective-eo "patològic"-adjective-ca
"patològic"-adjective-ca "patologia"-adjective-eo
"poezia"-adjective-eo "poètic"-adjective-ca
"poètic"-adjective-ca "poezia"-adjective-eo
"venena"-adjective-eo "verinós"-adjective-ca
"venena"-adjective-eo "metzinós"-adjective-ca
"verinós"-adjective-ca "venena"-adjective-eo
"metzinós"-adjective-ca "venena"-adjective-eo
"preda"-adjective-eo "depredador"-adjective-ca
"depredador"-adjective-ca "preda"-adjective-eo
"protector"-adjective-ca "protekta"-adjective-eo
"protekta"-adjective-eo "protector"-adjective-ca
"retroaktiva"-adjective-eo "retroactiu"-adjective-ca
"retroactiu"-adjective-ca "retroaktiva"-adjective-eo
"ritual"-adjective-ca "rita"-adjective-eo
"rita"-adjective-eo "ritual"-adjective-ca
"semestral"-adjective-ca "semestra"-adjective-eo
"semestra"-adjective-eo "semestral"-adjective-ca
"sociekonomia"-adjective-eo "socioeconòmic"-adjective-ca
"socioeconòmic"-adjective-ca "sociekonomia"-adjective-eo
"sintaksa"-adjective-eo "sintàctic"-adjective-ca
"sintàctic"-adjective-ca "sintaksa"-adjective-eo
"tonika"-adjective-eo "tònic"-adjective-ca
"tònic"-adjective-ca "tonika"-adjective-eo
"totalitari"-adjective-ca "totalisma"-adjective-eo
"totalisma"-adjective-eo "totalitari"-adjective-ca
"utòpic"-adjective-ca "utopia"-adjective-eo
"utopia"-adjective-eo "utòpic"-adjective-ca
"vaporós"-adjective-ca "vapora"-adjective-eo
"vapora"-adjective-eo "vaporós"-adjective-ca
"pacista"-adjective-eo "pacifista"-adjective-ca
"pacifista"-adjective-ca "pacista"-adjective-eo
"pacifista"-adjective-ca "pacisma"-adjective-eo
"pacifista"-adjective-ca "pacifista"-adjective-eo
"pacifista"-adjective-ca "pacifisma"-adjective-eo
"pacisma"-adjective-eo "pacifista"-adjective-ca
"pacifista"-adjective-eo "pacifista"-adjective-ca
"pacifisma"-adjective-eo "pacifista"-adjective-ca
"plasta"-adjective-eo "plàstic"-adjective-ca
"plàstic"-adjective-ca "plasta"-adjective-eo
"veterà"-adjective-ca "veterana"-adjective-eo
"veterana"-adjective-eo "veterà"-adjective-ca
"aglutini"-verb-eo "aglutinar"-verb-ca
"aglutinar"-verb-ca "aglutini"-verb-eo
"karikaturi"-verb-eo "caricaturitzar"-verb-ca
"karikaturi"-verb-eo "caricaturar"-verb-ca
"caricaturitzar"-verb-ca "karikaturi"-verb-eo
"caricaturar"-verb-ca "karikaturi"-verb-eo
"catapultar"-verb-ca "katapulti"-verb-eo
