","-comma-eo ","-comma-ca
"antifaç"-noun-ca "masko"-noun-eo
"carota"-noun-ca "masko"-noun-eo
"caràtula"-noun-ca "masko"-noun-eo
"maŝo"-noun-eo "escorredor"-noun-ca
"escorredor"-noun-ca "maŝo"-noun-eo
"mastaro"-noun-eo "arboradura"-noun-ca
"arboradura"-noun-ca "mastaro"-noun-eo
"matriarkeco"-noun-eo "matriarcat"-noun-ca
"matriarcat"-noun-ca "matriarkeco"-noun-eo
"matriarcat"-noun-ca "matriarka reĝimo"-noun-eo
"matriarka reĝimo"-noun-eo "matriarcat"-noun-ca
"mazurko"-noun-eo "masurca"-noun-ca
"masurca"-noun-ca "mazurko"-noun-eo
"melankolia"-adjective-eo "mústic"-adjective-ca
"mústic"-adjective-ca "melankolia"-adjective-eo
"melankolio"-noun-eo "melangia"-noun-ca
"melangia"-noun-ca "melankolio"-noun-eo
"melhundo"-noun-eo "basset"-noun-ca
"basset"-noun-ca "melhundo"-noun-eo
"melongeno"-noun-eo "alberginiera"-noun-ca
"alberginiera"-noun-ca "melongeno"-noun-eo
"metala"-adjective-eo "metal·lic"-adjective-ca
"metal·lic"-adjective-ca "metala"-adjective-eo
"metroo"-noun-eo "metropolità"-noun-ca
"metropolità"-noun-ca "metroo"-noun-eo
"metropolità"-noun-ca "subtrajno"-noun-eo
"subtrajno"-noun-eo "metropolità"-noun-ca
"mila"-adjective-eo "milè"-adjective-ca
"milè"-adjective-ca "mila"-adjective-eo
"miliardo"-noun-eo "miliard"-noun-ca
"miliard"-noun-ca "miliardo"-noun-eo
"militisto"-noun-eo "guerrer"-noun-ca
"guerrer"-noun-ca "militisto"-noun-eo
"minimumo"-noun-eo "mínimum"-noun-ca
"mínimum"-noun-ca "minimumo"-noun-eo
"miozoto"-noun-eo "miosotis"-noun-ca
"miosotis"-noun-ca "miozoto"-noun-eo
"mirinda"-adjective-eo "portentós"-adjective-ca
"portentós"-adjective-ca "mirinda"-adjective-eo
"mirtelo"-noun-eo "mirtil"-noun-ca
"mirtil"-noun-ca "mirtelo"-noun-eo
"mirtil"-noun-ca "vakcinio"-noun-eo
"vakcinio"-noun-eo "mirtil"-noun-ca
"mistralo"-noun-eo "cerç"-noun-ca
"cerç"-noun-ca "mistralo"-noun-eo
"mitraleto"-noun-eo "metralleta"-noun-ca
"metralleta"-noun-ca "mitraleto"-noun-eo
"mitralo"-noun-eo "metralladora"-noun-ca
"metralladora"-noun-ca "mitralo"-noun-eo
"mizero"-noun-eo "indigència"-noun-ca
"indigència"-noun-ca "mizero"-noun-eo
"molanaso"-noun-eo "èider"-noun-ca
"èider"-noun-ca "molanaso"-noun-eo
"Moldavio"-properNoun-eo "Moldova"-properNoun-ca
"Moldova"-properNoun-ca "Moldavio"-properNoun-eo
"monakano"-noun-eo "monegasc"-noun-ca
"monegasc"-noun-ca "monakano"-noun-eo
"monda"-adjective-eo "mundanal"-adjective-ca
"mundanal"-adjective-ca "monda"-adjective-eo
"mondmilito"-noun-eo "guerra mundial"-noun-ca
"guerra mundial"-noun-ca "mondmilito"-noun-eo
"monoklo"-noun-eo "monocle"-noun-ca
"monocle"-noun-ca "monoklo"-noun-eo
"monologo"-noun-eo "soliloqui"-noun-ca
"soliloqui"-noun-ca "monologo"-noun-eo
"monujo"-noun-eo "portamonedes"-noun-ca
"portamonedes"-noun-ca "monujo"-noun-eo
"morale"-adverb-eo "moral"-adverb-ca
"moral"-adverb-ca "morale"-adverb-eo
"morbilo"-noun-eo "pallola"-noun-ca
"pallola"-noun-ca "morbilo"-noun-eo
"morna"-adjective-eo "penós"-adjective-ca
"morna"-adjective-eo "tètric"-adjective-ca
"penós"-adjective-ca "morna"-adjective-eo
"penós"-adjective-ca "peniga"-adjective-eo
"penós"-adjective-ca "ŝvitiga"-adjective-eo
"tètric"-adjective-ca "morna"-adjective-eo
"peniga"-adjective-eo "penós"-adjective-ca
"ŝvitiga"-adjective-eo "penós"-adjective-ca
"morta"-adjective-eo "mortuori"-adjective-ca
"mortuori"-adjective-ca "morta"-adjective-eo
"mortiga"-adjective-eo "mortífer"-adjective-ca
"mortífer"-adjective-ca "mortiga"-adjective-eo
"mortkondamni"-verb-eo "condemnar a mort"-verb-ca
"condemnar a mort"-verb-ca "mortkondamni"-verb-eo
"mortkondamnito"-noun-eo "condemnat a mort"-noun-ca
"condemnat a mort"-noun-ca "mortkondamnito"-noun-eo
"mortopuno"-noun-eo "pena de mort"-noun-ca
"pena de mort"-noun-ca "mortopuno"-noun-eo
"pena de mort"-noun-ca "mortpuno"-noun-eo
"mortpuno"-noun-eo "pena de mort"-noun-ca
"mortotuko"-noun-eo "sudari"-noun-ca
"sudari"-noun-ca "mortotuko"-noun-eo
"mosko"-noun-eo "mesc"-noun-ca
"mesc"-noun-ca "mosko"-noun-eo
"motorciklo"-noun-eo "motocicle"-noun-ca
"motocicle"-noun-ca "motorciklo"-noun-eo
"muelilo"-noun-eo "molinet"-noun-ca
"molinet"-noun-ca "muelilo"-noun-eo
"muelisto"-noun-eo "moliner"-noun-ca
"moliner"-noun-ca "muelisto"-noun-eo
"mufo"-noun-eo "camiseta"-noun-ca
"mufo"-noun-eo "maneguet"-noun-ca
"mufo"-noun-eo "maniguet"-noun-ca
"camiseta"-noun-ca "mufo"-noun-eo
"maneguet"-noun-ca "mufo"-noun-eo
"maniguet"-noun-ca "mufo"-noun-eo
"murmuro"-noun-eo "mormol"-noun-ca
"mormol"-noun-ca "murmuro"-noun-eo
"muro"-noun-eo "murada"-noun-ca
"murada"-noun-ca "muro"-noun-eo
"muska"-adjective-eo "molsós"-adjective-ca
"molsós"-adjective-ca "muska"-adjective-eo
"musketo"-noun-eo "mosquet"-noun-ca
"mosquet"-noun-ca "musketo"-noun-eo
"muslino"-noun-eo "mussolina"-noun-ca
"mussolina"-noun-ca "muslino"-noun-eo
"muteco"-noun-eo "mudesa"-noun-ca
"mudesa"-noun-ca "muteco"-noun-eo
"MW"-noun-eo "MW"-noun-ca
"MW"-noun-ca "MW"-noun-eo
"nafarano"-noun-eo "navarrès"-noun-ca
"navarrès"-noun-ca "nafarano"-noun-eo
"navarrès"-noun-ca "navarano"-noun-eo
"navarano"-noun-eo "navarrès"-noun-ca
"nanoteknologia"-adjective-eo "nanotecnològic"-adjective-ca
"nanotecnològic"-adjective-ca "nanoteknologia"-adjective-eo
"narkoti"-verb-eo "narcotitzar"-verb-ca
"narcotitzar"-verb-ca "narkoti"-verb-eo
"naskitaro"-noun-eo "llorigada"-noun-ca
"llorigada"-noun-ca "naskitaro"-noun-eo
"naŭa"-adjective-eo "nouè"-adjective-ca
"nouè"-adjective-ca "naŭa"-adjective-eo
"naŭza"-adjective-eo "repugnant"-adjective-ca
"repugnant"-adjective-ca "naŭza"-adjective-eo
"nazumo"-noun-eo "pinçanàs"-noun-ca
"pinçanàs"-noun-ca "nazumo"-noun-eo
"nebulo"-noun-eo "calitja"-noun-ca
"calitja"-noun-ca "nebulo"-noun-eo
"necesejo"-noun-eo "wàter"-noun-ca
"wàter"-noun-ca "necesejo"-noun-eo
"necesujo"-noun-eo "necesser"-noun-ca
"necesser"-noun-ca "necesujo"-noun-eo
"Nederlando"-properNoun-eo "els Països Baixos"-properNoun-ca
"els Països Baixos"-properNoun-ca "Nederlando"-properNoun-eo
"nediskutebla"-adjective-eo "inqüestionable"-adjective-ca
"inqüestionable"-adjective-ca "nediskutebla"-adjective-eo
"neevitebla"-adjective-eo "indefugible"-adjective-ca
"neevitebla"-adjective-eo "ineluctable"-adjective-ca
"indefugible"-adjective-ca "neevitebla"-adjective-eo
"ineluctable"-adjective-ca "neevitebla"-adjective-eo
"nekonata"-adjective-eo "incògnit"-adjective-ca
"incògnit"-adjective-ca "nekonata"-adjective-eo
"nekutima"-adjective-eo "inhabitual"-adjective-ca
"inhabitual"-adjective-ca "nekutima"-adjective-eo
"neplenaĝa"-adjective-eo "menor d'edat"-adjective-ca
"menor d'edat"-adjective-ca "neplenaĝa"-adjective-eo
"neplenaĝulo"-noun-eo "menor d'edat"-noun-ca
"menor d'edat"-noun-ca "neplenaĝulo"-noun-eo
"nepra"-adverb-eo "imprescindible"-adverb-ca
"imprescindible"-adverb-ca "nepra"-adverb-eo
"nepre"-adverb-eo "irremisiblement"-adverb-ca
"irremisiblement"-adverb-ca "nepre"-adverb-eo
"neprofitema"-adjective-eo "sense afany de lucre"-adjective-ca
"sense afany de lucre"-adjective-ca "neprofitema"-adjective-eo
"nepruvebla"-adjective-eo "indemostrable"-adjective-ca
"indemostrable"-adjective-ca "nepruvebla"-adjective-eo
"nerefutebla"-adjective-eo "irrebatible"-adjective-ca
"irrebatible"-adjective-ca "nerefutebla"-adjective-eo
"nervo"-noun-eo "nirvi"-noun-ca
"nirvi"-noun-ca "nervo"-noun-eo
"nesubaĉetebla"-adjective-eo "insubornable"-adjective-ca
"insubornable"-adjective-ca "nesubaĉetebla"-adjective-eo
"Nigra Maro"-properNoun-eo "Mar Negre"-properNoun-ca
"Mar Negre"-properNoun-ca "Nigra Maro"-properNoun-eo
"Nobel-premio"-noun-eo "premi Nobel"-noun-ca
"premi Nobel"-noun-ca "Nobel-premio"-noun-eo
"nobla"-adjective-eo "cavalleresc"-adjective-ca
"cavalleresc"-adjective-ca "nobla"-adjective-eo
"nokta"-adjective-eo "de nit"-adjective-ca
"de nit"-adjective-ca "nokta"-adjective-eo
"nokturno"-noun-eo "nocturn"-noun-ca
"nocturn"-noun-ca "nokturno"-noun-eo
"norio"-noun-eo "sínia"-noun-ca
"sínia"-noun-ca "norio"-noun-eo
"nostalgio"-noun-eo "enyor"-noun-ca
"enyor"-noun-ca "nostalgio"-noun-eo
"notlibreto"-noun-eo "cartilla"-noun-ca
"cartilla"-noun-ca "notlibreto"-noun-eo
"novico"-noun-eo "novençà"-noun-ca
"novico"-noun-eo "novici"-noun-ca
"novençà"-noun-ca "novico"-noun-eo
"novici"-noun-ca "novico"-noun-eo
"novkonservativa"-adjective-eo "neoconservador"-adjective-ca
"neoconservador"-adjective-ca "novkonservativa"-adjective-eo
"novkonservativulo"-noun-eo "neoconservador"-noun-ca
"neoconservador"-noun-ca "novkonservativulo"-noun-eo
"novliberalulo"-noun-eo "neoliberal"-noun-ca
"neoliberal"-noun-ca "novliberalulo"-noun-eo
"nufaro"-noun-eo "nenúfar"-noun-ca
"nenúfar"-noun-ca "nufaro"-noun-eo
"nuko"-noun-eo "nuca"-noun-ca
"nuca"-noun-ca "nuko"-noun-eo
"nukso"-noun-eo "braó"-noun-ca
"braó"-noun-ca "nukso"-noun-eo
"nupto"-noun-eo "núpcies"-noun-ca
"núpcies"-noun-ca "nupto"-noun-eo
"nutristino"-noun-eo "nodrissa"-noun-ca
"nodrissa"-noun-ca "nutristino"-noun-eo
"o"-noun-eo "o"-noun-ca
"o"-noun-ca "o"-noun-eo
"oblikvi"-verb-eo "obliquar"-verb-ca
"obliquar"-verb-ca "oblikvi"-verb-eo
"obsedi"-verb-eo "obsedir"-verb-ca
"obsedir"-verb-ca "obsedi"-verb-eo
"obstineco"-noun-eo "contumàcia"-noun-ca
"contumàcia"-noun-ca "obstineco"-noun-eo
"obstino"-noun-eo "repataneria"-noun-ca
"repataneria"-noun-ca "obstino"-noun-eo
"obstrukco"-noun-eo "obstruccionisme"-noun-ca
"obstruccionisme"-noun-ca "obstrukco"-noun-eo
"oferti"-verb-eo "ofertar"-verb-ca
"ofertar"-verb-ca "oferti"-verb-eo
"okcidenta"-adjective-eo "ponentí"-adjective-ca
"ponentí"-adjective-ca "okcidenta"-adjective-eo
"Okcidenta Eŭropo"-properNoun-eo "Europa de l'Oest"-properNoun-ca
"Europa de l'Oest"-properNoun-ca "Okcidenta Eŭropo"-properNoun-eo
"omaro"-noun-eo "llamàntol"-noun-ca
"llamàntol"-noun-ca "omaro"-noun-eo
"ombrelo"-noun-eo "ombrel·la"-noun-ca
"ombrel·la"-noun-ca "ombrelo"-noun-eo
"ombudsmano"-noun-eo "síndic de greujes"-noun-ca
"síndic de greujes"-noun-ca "ombudsmano"-noun-eo
"ondo"-noun-eo "onda"-noun-ca
"onda"-noun-ca "ondo"-noun-eo
"ono"-noun-eo "gotim"-noun-ca
"gotim"-noun-ca "ono"-noun-eo
"onobriko"-noun-eo "trepadella"-noun-ca
"trepadella"-noun-ca "onobriko"-noun-eo
"oportuneco"-noun-eo "avinentesa"-noun-ca
"avinentesa"-noun-ca "oportuneco"-noun-eo
"orakolo"-noun-eo "pitonissa"-noun-ca
"pitonissa"-noun-ca "orakolo"-noun-eo
"orgojla"-adjective-eo "alterós"-adjective-ca
"alterós"-adjective-ca "orgojla"-adjective-eo
"orgojlo"-noun-eo "supèrbia"-noun-ca
"supèrbia"-noun-ca "orgojlo"-noun-eo
"Orienta Eŭropo"-properNoun-eo "Europa de l'Est"-properNoun-ca
"Europa de l'Est"-properNoun-ca "Orienta Eŭropo"-properNoun-eo
"origino"-noun-eo "provinença"-noun-ca
"provinença"-noun-ca "origino"-noun-eo
"oscili"-verb-eo "zumzejar"-verb-ca
"zumzejar"-verb-ca "oscili"-verb-eo
"ostaro"-noun-eo "ossada"-noun-ca
"ossada"-noun-ca "ostaro"-noun-eo
"Pacifiko"-properNoun-eo "el Pacífic"-properNoun-ca
"el Pacífic"-properNoun-ca "Pacifiko"-properNoun-eo
"palpebro"-noun-eo "pipella"-noun-ca
"pipella"-noun-ca "palpebro"-noun-eo
"pampelmusarbo"-noun-eo "aranger"-noun-ca
"aranger"-noun-ca "pampelmusarbo"-noun-eo
"pampelmuso"-noun-eo "pomelo"-noun-ca
"pomelo"-noun-ca "pampelmuso"-noun-eo
"paneo"-noun-eo "pana"-noun-ca
"pana"-noun-ca "paneo"-noun-eo
"pantalono"-noun-eo "pantaló"-noun-ca
"pantaló"-noun-ca "pantalono"-noun-eo
"pantoflo"-noun-eo "plantofa"-noun-ca
"pantoflo"-noun-eo "xancleta"-noun-ca
"plantofa"-noun-ca "pantoflo"-noun-eo
"xancleta"-noun-ca "pantoflo"-noun-eo
"papago"-noun-eo "papagai"-noun-ca
"papagai"-noun-ca "papago"-noun-eo
"papavo"-noun-eo "cascall"-noun-ca
"cascall"-noun-ca "papavo"-noun-eo
"paperkorneto"-noun-eo "cucurutxo"-noun-ca
"cucurutxo"-noun-ca "paperkorneto"-noun-eo
"paperpremilo"-noun-eo "petjapapers"-noun-ca
"petjapapers"-noun-ca "paperpremilo"-noun-eo
"paraboloido"-noun-eo "paraboloide"-noun-ca
"paraboloide"-noun-ca "paraboloido"-noun-eo
"paradigmo"-noun-eo "paradigme"-noun-ca
"paradigme"-noun-ca "paradigmo"-noun-eo
"paramilitisto"-noun-eo "paramilitar"-noun-ca
"paramilitar"-noun-ca "paramilitisto"-noun-eo
"paraŝuto"-noun-eo "paracaiguda"-noun-ca
"paracaiguda"-noun-ca "paraŝuto"-noun-eo
"paraziti"-verb-eo "parasitar"-verb-ca
"parasitar"-verb-ca "paraziti"-verb-eo
"pardonpeti"-verb-eo "excusar-se"-verb-ca
"excusar-se"-verb-ca "pardonpeti"-verb-eo
"parko"-noun-eo "pàrking"-noun-ca
"pàrking"-noun-ca "parko"-noun-eo
"parolema"-adjective-eo "loquaç"-adjective-ca
"loquaç"-adjective-ca "parolema"-adjective-eo
"parolo"-noun-eo "peroració"-noun-ca
"peroració"-noun-ca "parolo"-noun-eo
"partizano"-noun-eo "partisà"-noun-ca
"partisà"-noun-ca "partizano"-noun-eo
"paruo"-noun-eo "mallerenga"-noun-ca
"mallerenga"-noun-ca "paruo"-noun-eo
"pasamento"-noun-eo "passamà"-noun-ca
"passamà"-noun-ca "pasamento"-noun-eo
"paseo"-noun-eo "el"-noun-ca
"el"-noun-ca "paseo"-noun-eo
"paŝo"-noun-eo "passa"-noun-ca
"passa"-noun-ca "paŝo"-noun-eo
"pasteĉo"-noun-eo "empanada"-noun-ca
"pasteĉo"-noun-eo "panada"-noun-ca
"pasteĉo"-noun-eo "topina"-noun-ca
"empanada"-noun-ca "pasteĉo"-noun-eo
"panada"-noun-ca "pasteĉo"-noun-eo
"topina"-noun-ca "pasteĉo"-noun-eo
"paŝtelo"-noun-eo "pastel"-noun-ca
"pastel"-noun-ca "paŝtelo"-noun-eo
"pastinako"-noun-eo "xirivia"-noun-ca
"xirivia"-noun-ca "pastinako"-noun-eo
"patelo"-noun-eo "pagellida"-noun-ca
"pagellida"-noun-ca "patelo"-noun-eo
"patricio"-noun-eo "patrici"-noun-ca
"patrici"-noun-ca "patricio"-noun-eo
"paŭti"-verb-eo "fer cara de pocs amics"-verb-ca
"fer cara de pocs amics"-verb-ca "paŭti"-verb-eo
"peĉo"-noun-eo "pega"-noun-ca
"pega"-noun-ca "peĉo"-noun-eo
"pedelo"-noun-eo "bidell"-noun-ca
"pedelo"-noun-eo "uixer"-noun-ca
"bidell"-noun-ca "pedelo"-noun-eo
"uixer"-noun-ca "pedelo"-noun-eo
"pelerino"-noun-eo "esclavina"-noun-ca
"esclavina"-noun-ca "pelerino"-noun-eo
"pelveto"-noun-eo "escudella"-noun-ca
"escudella"-noun-ca "pelveto"-noun-eo
"pelvo"-noun-eo "palangana"-noun-ca
"pelvo"-noun-eo "safa"-noun-ca
"palangana"-noun-ca "pelvo"-noun-eo
"safa"-noun-ca "pelvo"-noun-eo
"pendolo"-noun-eo "pèndola"-noun-ca
"pèndola"-noun-ca "pendolo"-noun-eo
"carall"-noun-ca "peniso"-noun-eo
"pentofari"-verb-eo "fer penitència"-verb-ca
"fer penitència"-verb-ca "pentofari"-verb-eo
"perko"-noun-eo "perca"-noun-ca
"perca"-noun-ca "perko"-noun-eo
"perpleksa"-adjective-eo "perplex"-adjective-ca
"perplex"-adjective-ca "perpleksa"-adjective-eo
"persikarbo"-noun-eo "melicotoner"-noun-ca
"persikarbo"-noun-eo "presseguera"-noun-ca
"melicotoner"-noun-ca "persikarbo"-noun-eo
"presseguera"-noun-ca "persikarbo"-noun-eo
"persone"-adverb-eo "personal"-adverb-ca
"personal"-adverb-ca "persone"-adverb-eo
"peso"-noun-eo "peso"-noun-ca
"peso"-noun-ca "peso"-noun-eo
"pia"-adjective-eo "piu"-adjective-ca
"piu"-adjective-ca "pia"-adjective-eo
"piceo"-noun-eo "pícea"-noun-ca
"pícea"-noun-ca "piceo"-noun-eo
"piedbato"-noun-eo "guitza"-noun-ca
"guitza"-noun-ca "piedbato"-noun-eo
"pigra"-adjective-eo "peresós"-adjective-ca
"pigra"-adjective-eo "pigre"-adjective-ca
"peresós"-adjective-ca "pigra"-adjective-eo
"pigre"-adjective-ca "pigra"-adjective-eo
"pika"-adjective-eo "picant"-adjective-ca
"picant"-adjective-ca "pika"-adjective-eo
"pikedo"-noun-eo "piquet"-noun-ca
"piquet"-noun-ca "pikedo"-noun-eo
"piquet"-noun-ca "strikposteno"-noun-eo
"strikposteno"-noun-eo "piquet"-noun-ca
"aculi"-noun-ca "pikilo"-noun-eo
"acícula"-noun-ca "pikilo"-noun-eo
"fibló"-noun-ca "pikilo"-noun-eo
"kubotan"-noun-ca "pikilo"-noun-eo
"pioniro"-noun-eo "gastador"-noun-ca
"pioniro"-noun-eo "peoner"-noun-ca
"gastador"-noun-ca "pioniro"-noun-eo
"peoner"-noun-ca "pioniro"-noun-eo
"pirenea"-adjective-eo "pirenaic"-adjective-ca
"pirenaic"-adjective-ca "pirenea"-adjective-eo
"pirozo"-noun-eo "coragre"-noun-ca
"coragre"-noun-ca "pirozo"-noun-eo
"pirueto"-noun-eo "pirueta"-noun-ca
"pirueta"-noun-ca "pirueto"-noun-eo
"pisi"-verb-eo "fer pipí"-verb-ca
"pisi"-verb-eo "fer un riu"-verb-ca
"fer pipí"-verb-ca "pisi"-verb-eo
"fer un riu"-verb-ca "pisi"-verb-eo
"pispoto"-noun-eo "gibrelleta"-noun-ca
"pispoto"-noun-eo "orinal"-noun-ca
"gibrelleta"-noun-ca "pispoto"-noun-eo
"gibrelleta"-noun-ca "noktovazo"-noun-eo
"orinal"-noun-ca "pispoto"-noun-eo
"orinal"-noun-ca "noktovazo"-noun-eo
"noktovazo"-noun-eo "gibrelleta"-noun-ca
"noktovazo"-noun-eo "orinal"-noun-ca
"pistako"-noun-eo "festuc"-noun-ca
"pistako"-noun-eo "llentiscle"-noun-ca
"festuc"-noun-ca "pistako"-noun-eo
"llentiscle"-noun-ca "pistako"-noun-eo
"pivoto"-noun-eo "piu"-noun-ca
"piu"-noun-ca "pivoto"-noun-eo
"pizo"-noun-eo "pesolera"-noun-ca
"pesolera"-noun-ca "pizo"-noun-eo
"pK"-noun-eo "dC"-noun-ca
"dC"-noun-ca "pK"-noun-eo
"plaĉa"-adjective-eo "agradós"-adjective-ca
"agradós"-adjective-ca "plaĉa"-adjective-eo
"placo"-noun-eo "clariana"-noun-ca
"clariana"-noun-ca "placo"-noun-eo
"planizado"-noun-eo "replantejament"-noun-ca
"replantejament"-noun-ca "planizado"-noun-eo
"plankpordo"-noun-eo "escotilló"-noun-ca
"escotilló"-noun-ca "plankpordo"-noun-eo
"plastro"-noun-eo "emplastre"-noun-ca
"emplastre"-noun-ca "plastro"-noun-eo
"plenaĝa"-adjective-eo "major d'edat"-adjective-ca
"major d'edat"-adjective-ca "plenaĝa"-adjective-eo
"plenaĝulo"-noun-eo "major d'edat"-noun-ca
"major d'edat"-noun-ca "plenaĝulo"-noun-eo
"plenluno"-noun-eo "pleniluni"-noun-ca
"pleniluni"-noun-ca "plenluno"-noun-eo
"plenplena"-adjective-eo "caramull"-adjective-ca
"caramull"-adjective-ca "plenplena"-adjective-eo
"pleto"-noun-eo "plàtera"-noun-ca
"plàtera"-noun-ca "pleto"-noun-eo
"plia"-adjective-eo "més"-adjective-ca
"més"-adjective-ca "plia"-adjective-eo
"plivaloro"-noun-eo "plus-vàlua"-noun-ca
"plus-vàlua"-noun-ca "plivaloro"-noun-eo
"plus-vàlua"-noun-ca "plusvaloro"-noun-eo
"plusvaloro"-noun-eo "plus-vàlua"-noun-ca
"plonĝi"-verb-eo "cabussar-se"-verb-ca
"cabussar-se"-verb-ca "plonĝi"-verb-eo
"plumo"-noun-eo "plomí"-noun-ca
"plomí"-noun-ca "plumo"-noun-eo
"plumpa"-adjective-eo "malforjat"-adjective-ca
"malforjat"-adjective-ca "plumpa"-adjective-eo
"plurlingva"-adjective-eo "plurilingüe"-adjective-ca
"plurilingüe"-adjective-ca "plurlingva"-adjective-eo
"pluŝo"-noun-eo "peluix"-noun-ca
"peluix"-noun-ca "pluŝo"-noun-eo
"plutokratio"-noun-eo "plutocràcia"-noun-ca
"plutocràcia"-noun-ca "plutokratio"-noun-eo
"pluveto"-noun-eo "plugim"-noun-ca
"plugim"-noun-ca "pluveto"-noun-eo
"pneŭmatiko"-noun-eo "pneumàtica"-noun-ca
"pneumàtica"-noun-ca "pneŭmatiko"-noun-eo
"podagro"-noun-eo "poagre"-noun-ca
"poagre"-noun-ca "podagro"-noun-eo
"tarima"-noun-ca "podio"-noun-eo
"pogute"-adverb-eo "gota a gota"-adverb-ca
"gota a gota"-adverb-ca "pogute"-adverb-eo
"polinoma"-adjective-eo "polinomial"-adjective-ca
"polinomial"-adjective-ca "polinoma"-adjective-eo
"politekniko"-noun-eo "politècnic"-noun-ca
"politècnic"-noun-ca "politekniko"-noun-eo
"polko"-noun-eo "polca"-noun-ca
"polca"-noun-ca "polko"-noun-eo
"polva"-adjective-eo "polsegós"-adjective-ca
"polsegós"-adjective-ca "polva"-adjective-eo
"pomo"-noun-eo "maçana"-noun-ca
"maçana"-noun-ca "pomo"-noun-eo
"por"-preposition-eo "en favor de"-preposition-ca
"por"-preposition-eo "per tal d'"-preposition-ca
"en favor de"-preposition-ca "por"-preposition-eo
"per tal d'"-preposition-ca "por"-preposition-eo
"pordistejo"-noun-eo "consergeria"-noun-ca
"consergeria"-noun-ca "pordistejo"-noun-eo
"poseda"-adjective-eo "posseïdor"-adjective-ca
"posseïdor"-adjective-ca "poseda"-adjective-eo
"posedaĵo"-noun-eo "proprietat"-noun-ca
"proprietat"-noun-ca "posedaĵo"-noun-eo
"posesivo"-noun-eo "possessiu"-noun-ca
"possessiu"-noun-ca "posesivo"-noun-eo
"postebrio"-noun-eo "ressaca"-noun-ca
"ressaca"-noun-ca "postebrio"-noun-eo
"poŝtelefono"-noun-eo "telèfon mòbil"-noun-ca
"telèfon mòbil"-noun-ca "poŝtelefono"-noun-eo
"postkongreso"-noun-eo "postcongrés"-noun-ca
"postcongrés"-noun-ca "postkongreso"-noun-eo
"postskribo"-noun-eo "postdata"-noun-ca
"postdata"-noun-ca "postskribo"-noun-eo
"posttagmezo"-noun-eo "horabaixa"-noun-ca
"horabaixa"-noun-ca "posttagmezo"-noun-eo
"potaso"-noun-eo "potassa"-noun-ca
"potassa"-noun-ca "potaso"-noun-eo
"potenca"-adjective-eo "puixant"-adjective-ca
"puixant"-adjective-ca "potenca"-adjective-eo
"potence"-adverb-eo "potentment"-adverb-ca
"potentment"-adverb-ca "potence"-adverb-eo
"pozo"-noun-eo "posa"-noun-ca
"posa"-noun-ca "pozo"-noun-eo
"prava"-adjective-eo "fundat"-adjective-ca
"fundat"-adjective-ca "prava"-adjective-eo
"predanto"-noun-eo "predador"-noun-ca
"predador"-noun-ca "predanto"-noun-eo
"predikato"-noun-eo "predicat"-noun-ca
"predicat"-noun-ca "predikato"-noun-eo
"prediko"-noun-eo "prèdica"-noun-ca
"prèdica"-noun-ca "prediko"-noun-eo
"prelegi"-verb-eo "discursejar"-verb-ca
"prelegi"-verb-eo "fer una conferència"-verb-ca
"discursejar"-verb-ca "prelegi"-verb-eo
"fer una conferència"-verb-ca "prelegi"-verb-eo
"prema"-adjective-eo "opressor"-adjective-ca
"opressor"-adjective-ca "prema"-adjective-eo
"opressor"-adjective-ca "opresa"-adjective-eo
"opresa"-adjective-eo "opressor"-adjective-ca
"premio"-noun-eo "recompensa"-noun-ca
"recompensa"-noun-ca "premio"-noun-eo
"recompensa"-noun-ca "rekompenco"-noun-eo
"rekompenco"-noun-eo "recompensa"-noun-ca
"preskaŭ ĉie"-adverb-eo "a gairebé tot arreu"-adverb-ca
"preskaŭ ĉie"-adverb-eo "gairebé a tot arreu"-adverb-ca
"preskaŭ ĉie"-adverb-eo "quasi a tot arreu"-adverb-ca
"a gairebé tot arreu"-adverb-ca "preskaŭ ĉie"-adverb-eo
"gairebé a tot arreu"-adverb-ca "preskaŭ ĉie"-adverb-eo
"quasi a tot arreu"-adverb-ca "preskaŭ ĉie"-adverb-eo
"preta"-adjective-eo "dispost"-adjective-ca
"dispost"-adjective-ca "preta"-adjective-eo
"priskribo"-noun-eo "ressenya"-noun-ca
"ressenya"-noun-ca "priskribo"-noun-eo
"pro"-preposition-eo "en virtut de"-preposition-ca
"en virtut de"-preposition-ca "pro"-preposition-eo
"profunda"-adjective-eo "pregon"-adjective-ca
"pregon"-adjective-ca "profunda"-adjective-eo
"proksimume"-adverb-eo "si fa o no fa"-adverb-ca
"si fa o no fa"-adverb-ca "proksimume"-adverb-eo
"proleto"-noun-eo "proletari"-noun-ca
"proletari"-noun-ca "proleto"-noun-eo
"promeso"-noun-eo "prometença"-noun-ca
"prometença"-noun-ca "promeso"-noun-eo
"propaganda"-adjective-eo "propagandístic"-adjective-ca
"propagandístic"-adjective-ca "propaganda"-adjective-eo
"propagandi"-verb-eo "fer propaganda"-verb-ca
"fer propaganda"-verb-ca "propagandi"-verb-eo
"propeka kapro"-noun-eo "víctima propiciatòria"-noun-ca
"víctima propiciatòria"-noun-ca "propeka kapro"-noun-eo
"provizore"-adverb-eo "provissionalment"-adverb-ca
"provissionalment"-adverb-ca "provizore"-adverb-eo
"provo"-noun-eo "provatura"-noun-ca
"provatura"-noun-ca "provo"-noun-eo
