"pomoćan"-adjective-hbs "support"-adjective-eng
"dužnik"-noun-hbs "debtor"-noun-eng
"gospodarstvenik"-noun-hbs "economist"-noun-eng
"izletnik"-noun-hbs "hiker"-noun-eng
"kanonik"-noun-hbs "canon"-noun-eng
"kanonik"-noun-hbs "clergyman"-noun-eng
"krvnik"-noun-hbs "executioner"-noun-eng
"laik"-noun-hbs "layman"-noun-eng
"liječnik"-noun-hbs "doctor"-noun-eng
"maloljetnik"-noun-hbs "minor"-noun-eng
"mistik"-noun-hbs "mystic"-noun-eng
"moćnik"-noun-hbs "big name"-noun-eng
"nalaznik"-noun-hbs "finder"-noun-eng
"uvoznik"-noun-hbs "importer"-noun-eng
"narednik"-noun-hbs "sergeant"-noun-eng
"obrtnik"-noun-hbs "craftsman"-noun-eng
"obrtnik"-noun-hbs "craftswoman"-noun-eng
"obrtnik"-noun-hbs "tradesman"-noun-eng
"obrtnik"-noun-hbs "tradeswoman"-noun-eng
"obveznik"-noun-hbs "payer"-noun-eng
"odvjetnik"-noun-hbs "lawyer"-noun-eng
"otpadnik"-noun-hbs "outcast"-noun-eng
"otpadnik"-noun-hbs "renegade"-noun-eng
"pjesnik"-noun-hbs "poet"-noun-eng
"pobočnik"-noun-hbs "adjutant"-noun-eng
"pobunjenik"-noun-hbs "rebel"-noun-eng
"početnik"-noun-hbs "beginner"-noun-eng
"početnik"-noun-hbs "novice"-noun-eng
"podanik"-noun-hbs "vassal"-noun-eng
"podanik"-noun-hbs "servant"-noun-eng
"podanik"-noun-hbs "slave"-noun-eng
"poduzetnik"-noun-hbs "enterpreneur"-noun-eng
"pogrebnik"-noun-hbs "undertaker"-noun-eng
"pokojnik"-noun-hbs "deceased"-noun-eng
"poljoprivrednik"-noun-hbs "agriculturist"-noun-eng
"poljoprivrednik"-noun-hbs "farmer"-noun-eng
"potpredsjednik"-noun-hbs "vice-president"-noun-eng
"povjerenik"-noun-hbs "fiduciary"-noun-eng
"povjerenik"-noun-hbs "trustee"-noun-eng
"pozornik"-noun-hbs "constable"-noun-eng
"pravednik"-noun-hbs "righteous person"-noun-eng
"pravnik"-noun-hbs "lawyer"-noun-eng
"preljubnik"-noun-hbs "adulterer"-noun-eng
"pretplatnik"-noun-hbs "subscriber"-noun-eng
"prijestupnik"-noun-hbs "offender"-noun-eng
"privatnik"-noun-hbs "self-employed person"-noun-eng
"ranarnik"-noun-hbs "surgeon"-noun-eng
"ratnik"-noun-hbs "warrior"-noun-eng
"razumnik"-noun-hbs "sane person"-noun-eng
"redovnik"-noun-hbs "monk"-noun-eng
"rimokatolik"-noun-hbs "Roman Catholic"-noun-eng
"sljednik"-noun-hbs "successor"-noun-eng
"sudionik"-noun-hbs "participant"-noun-eng
"sugovornik"-noun-hbs "collocutor"-noun-eng
"sugovornik"-noun-hbs "interlocutor"-noun-eng
"sumišljenik"-noun-hbs "sympathizer"-noun-eng
"suputnik"-noun-hbs "companion"-noun-eng
"kuga"-noun-hbs "plague"-noun-eng
"tarifa"-noun-hbs "rate"-noun-eng
"dolina"-noun-hbs "valley"-noun-eng
"tkanina"-noun-hbs "fabric"-noun-eng
"gradina"-noun-hbs "fort"-noun-eng
"pozadina"-noun-hbs "background"-noun-eng
"pozadina"-noun-hbs "behind"-noun-eng
"urotnik"-noun-hbs "conspirator"-noun-eng
"uzročnik"-noun-hbs "cause"-noun-eng
"veleposjednik"-noun-hbs "landowner"-noun-eng
"vijećnik"-noun-hbs "councillor"-noun-eng
"vjernik"-noun-hbs "believer"-noun-eng
"zagovornik"-noun-hbs "advocate"-noun-eng
"zarobljenik"-noun-hbs "captive"-noun-eng
"zarobljenik"-noun-hbs "prisoner"-noun-eng
"zaštitnik"-noun-hbs "guardian"-noun-eng
"zaštitnik"-noun-hbs "protector"-noun-eng
"župnik"-noun-hbs "pastor"-noun-eng
"vojnik"-noun-hbs "soldier"-noun-eng
"stanovnik"-noun-hbs "citizen"-noun-eng
"predstavnik"-noun-hbs "representative"-noun-eng
"zvaničnik"-noun-hbs "official"-noun-eng
"avioprijevoznik"-noun-hbs "airline"-noun-eng
"rođak"-noun-hbs "cousin"-noun-eng
"izdavač"-noun-hbs "publisher"-noun-eng
"izviđač"-noun-hbs "scout"-noun-eng
"jahač"-noun-hbs "rider"-noun-eng
"čistač"-noun-hbs "cleaner"-noun-eng
"vozač"-noun-hbs "driver"-noun-eng
"kavez"-noun-hbs "cage"-noun-eng
"kukuruz"-noun-hbs "corn"-noun-eng
"miraz"-noun-hbs "dowry"-noun-eng
"odraz"-noun-hbs "reflection"-noun-eng
"otkaz"-noun-hbs "discharge"-noun-eng
"otkaz"-noun-hbs "notice"-noun-eng
"pekmez"-noun-hbs "jam"-noun-eng
"prikaz"-noun-hbs "display"-noun-eng
"prilaz"-noun-hbs "approach"-noun-eng
"putokaz"-noun-hbs "signpost"-noun-eng
"uvez"-noun-hbs "binding"-noun-eng
"zarez"-noun-hbs "comma"-noun-eng
"obzir"-noun-hbs "account"-noun-eng
"obzir"-noun-hbs "consideration"-noun-eng
"obzir"-noun-hbs "respect"-noun-eng
"računar"-noun-hbs "computer"-noun-eng
"maturant"-noun-hbs "graduate"-noun-eng
"subjekt"-noun-hbs "subject"-noun-eng
"dijamant"-noun-hbs "diamond"-noun-eng
"balast"-noun-hbs "ballast"-noun-eng
"instrument"-noun-hbs "instrument"-noun-eng
"kontinent"-noun-hbs "continent"-noun-eng
"labirint"-noun-hbs "labyrinth"-noun-eng
"labirint"-noun-hbs "maze"-noun-eng
"regiment"-noun-hbs "regiment"-noun-eng
"transparent"-noun-hbs "sign"-noun-eng
"produkt"-noun-hbs "product"-noun-eng
"subjekat"-noun-hbs "subject"-noun-eng
"akcenat"-noun-hbs "accent"-noun-eng
"objekat"-noun-hbs "object"-noun-eng
"šapat"-noun-hbs "whisper"-noun-eng
"lakat"-noun-hbs "elbow"-noun-eng
"kamibalizam"-noun-hbs "cannibalism"-noun-eng
"despotizam"-noun-hbs "despotism"-noun-eng
"egoizam"-noun-hbs "egotism"-noun-eng
"eufemizam"-noun-hbs "euphemism"-noun-eng
"fanatizam"-noun-hbs "fanaticism"-noun-eng
"fatalizam"-noun-hbs "fatalism"-noun-eng
"humanizam"-noun-hbs "humanism"-noun-eng
"individualizam"-noun-hbs "individualism"-noun-eng
"kolektivizam"-noun-hbs "collectivism"-noun-eng
"misticizam"-noun-hbs "mysticism"-noun-eng
"nacionalizam"-noun-hbs "nationalism"-noun-eng
"organizam"-noun-hbs "organism"-noun-eng
"orgazam"-noun-hbs "orgasm"-noun-eng
"patriotizam"-noun-hbs "patriotism"-noun-eng
"pojam"-noun-hbs "term"-noun-eng
"racionalizam"-noun-hbs "rationalism"-noun-eng
"ritam"-noun-hbs "rhythm"-noun-eng
"romantizam"-noun-hbs "romanticism"-noun-eng
"socijalizam"-noun-hbs "socialism"-noun-eng
"solipsizam"-noun-hbs "solipsism"-noun-eng
"telegram"-noun-hbs "telegram"-noun-eng
"tradicionalizam"-noun-hbs "traditionalism"-noun-eng
"osmijeh"-noun-hbs "smile"-noun-eng
"predah"-noun-hbs "break"-noun-eng
"Evropejac"-noun-hbs "European"-noun-eng
"Crnogorac"-noun-hbs "Montenegrin"-noun-eng
"crnoburzijanac"-noun-hbs "black marketeer"-noun-eng
"crnac"-noun-hbs "black person"-noun-eng
"crnac"-noun-hbs "African American"-noun-eng
"Židov"-noun-hbs "Jew"-noun-eng
"Šved"-noun-hbs "Swede"-noun-eng
"Španac"-noun-hbs "Spaniard"-noun-eng
"Štajerac"-noun-hbs "Styrian"-noun-eng
"Švicarac"-noun-hbs "Swiss"-noun-eng
"Švajcarac"-noun-hbs "Swiss"-noun-eng
"Čeh"-noun-hbs "Czech"-noun-eng
"Čehinja"-noun-hbs "Czech"-noun-eng
"partner"-noun-hbs "partner"-noun-eng
"nositelj"-noun-hbs "holder"-noun-eng
"Rimljanin"-noun-hbs "Roman"-noun-eng
"Japod"-noun-hbs "Iapyde"-noun-eng
"Japod"-noun-hbs "Japode"-noun-eng
"kadet"-noun-hbs "cadet"-noun-eng
"lemb"-noun-hbs "Lemb"-noun-eng
"lembkinja"-noun-hbs "Lemb"-noun-eng
"liburn"-noun-hbs "Liburnian"-noun-eng
"liburnkinja"-noun-hbs "Liburnian"-noun-eng
"potrošnja"-noun-hbs "consumption"-noun-eng
"registar"-noun-hbs "register"-noun-eng
"novembar"-noun-hbs "November"-noun-eng
"zrakoplov"-noun-hbs "aeroplane"-noun-eng
"zrakoplov"-noun-hbs "plane"-noun-eng
"koralj"-noun-hbs "coral"-noun-eng
"prorez"-noun-hbs "gap"-noun-eng
"prorez"-noun-hbs "slit"-noun-eng
"temelj"-noun-hbs "base"-noun-eng
"temelj"-noun-hbs "basis"-noun-eng
"temelj"-noun-hbs "foundation"-noun-eng
"kompjutor"-noun-hbs "computer"-noun-eng
"kolosijek"-noun-hbs "track"-noun-eng
"čajnik"-noun-hbs "teapot"-noun-eng
"klobuk"-noun-hbs "hat"-noun-eng
"nauk"-noun-hbs "doctrine"-noun-eng
"nauk"-noun-hbs "lesson"-noun-eng
"nauk"-noun-hbs "science"-noun-eng
"odjek"-noun-hbs "echo"-noun-eng
"pendrek"-noun-hbs "baton"-noun-eng
"pendrek"-noun-hbs "nightstick"-noun-eng
"pendrek"-noun-hbs "truncheon"-noun-eng
"poriluk"-noun-hbs "leek"-noun-eng
"presjek"-noun-hbs "section"-noun-eng
"pretek"-noun-hbs "overhead"-noun-eng
"istek"-noun-hbs "expiration"-noun-eng
"prizvuk"-noun-hbs "note"-noun-eng
"prizvuk"-noun-hbs "tone"-noun-eng
"slavoluk"-noun-hbs "archway"-noun-eng
"porok"-noun-hbs "vice"-noun-eng
"odmak"-noun-hbs "detachment"-noun-eng
"pomak"-noun-hbs "shift"-noun-eng
"umak"-noun-hbs "gravy"-noun-eng
"umak"-noun-hbs "sauce"-noun-eng
"predznak"-noun-hbs "accidental"-noun-eng
"predznak"-noun-hbs "sign"-noun-eng
"lijevak"-noun-hbs "funnel"-noun-eng
"kapak"-noun-hbs "eyelid"-noun-eng
"šipak"-noun-hbs "pomegranate"-noun-eng
"uzorak"-noun-hbs "pattern"-noun-eng
"dašak"-noun-hbs "breath"-noun-eng
"grašak"-noun-hbs "pea"-noun-eng
"opušak"-noun-hbs "cigarette butt"-noun-eng
"valjušak"-noun-hbs "dumpling"-noun-eng
"čaj"-noun-hbs "tea"-noun-eng
"instruktor"-noun-hbs "instructor"-noun-eng
"svetac"-noun-hbs "saint"-noun-eng
"poljubac"-noun-hbs "kiss"-noun-eng
"hljebac"-noun-hbs "bread"-noun-eng
"lebac"-noun-hbs "bread"-noun-eng
"mrtvac"-noun-hbs "dead person"-noun-eng
"stric"-noun-hbs "uncle"-noun-eng
"muškarac"-noun-hbs "man"-noun-eng
"Ardijejac"-noun-hbs "Ardiaei"-noun-eng
"Slovenac"-noun-hbs "Slovene"-noun-eng
"jarac"-noun-hbs "billy goat"-noun-eng
"jarac"-noun-hbs "capricorn"-noun-eng
"jarac"-noun-hbs "goat"-noun-eng
"moljac"-noun-hbs "moth"-noun-eng
"pilac"-noun-hbs "drinker"-noun-eng
"skakavac"-noun-hbs "grasshopper"-noun-eng
"skakavac"-noun-hbs "locust"-noun-eng
"pomorac"-noun-hbs "seaman"-noun-eng
"tvorac"-noun-hbs "maker"-noun-eng
"tjesnac"-noun-hbs "ravine"-noun-eng
"madrac"-noun-hbs "mattress"-noun-eng
"brzac"-noun-hbs "fast current"-noun-eng
"prečac"-noun-hbs "shortcut"-noun-eng
"prosinac"-noun-hbs "December"-noun-eng
"poklopac"-noun-hbs "lid"-noun-eng
"jamac"-noun-hbs "sponsor"-noun-eng
"kokošinjac"-noun-hbs "coop"-noun-eng
"kolac"-noun-hbs "stake"-noun-eng
"mamac"-noun-hbs "bait"-noun-eng
"obrazac"-noun-hbs "form"-noun-eng
"palac"-noun-hbs "thumb"-noun-eng
"pramac"-noun-hbs "prow"-noun-eng
"strmac"-noun-hbs "hillside"-noun-eng
"piskavac"-noun-hbs "sibilant"-noun-eng
"krastavac"-noun-hbs "cucumber"-noun-eng
"puzavac"-noun-hbs "creeper"-noun-eng
"suzavac"-noun-hbs "pepper spray"-noun-eng
"škripac"-noun-hbs "pickle"-noun-eng
"stupac"-noun-hbs "column"-noun-eng
"udarac"-noun-hbs "hit"-noun-eng
"lonac"-noun-hbs "pot"-noun-eng
"oslonac"-noun-hbs "rest"-noun-eng
"oslonac"-noun-hbs "support"-noun-eng
"prepečenac"-noun-hbs "toast"-noun-eng
"ranac"-noun-hbs "backpack"-noun-eng
"složenac"-noun-hbs "casserole"-noun-eng
"studenac"-noun-hbs "spring"-noun-eng
"studenac"-noun-hbs "well"-noun-eng
"novac"-noun-hbs "money"-noun-eng
"mislilac"-noun-hbs "thinker"-noun-eng
"Kosovar"-noun-hbs "Kosovar"-noun-eng
"astmatičar"-noun-hbs "asthmatic"-noun-eng
"elektroničar"-noun-hbs "electronics engineer"-noun-eng
"fizičar"-noun-hbs "physicist"-noun-eng
"genetičar"-noun-hbs "geneticist"-noun-eng
"kemičar"-noun-hbs "chemist"-noun-eng
"logičar"-noun-hbs "logician"-noun-eng
"matematičar"-noun-hbs "mathematician"-noun-eng
"mehaničar"-noun-hbs "mechanic"-noun-eng
"metafizičar"-noun-hbs "metaphysicist"-noun-eng
"praktičar"-noun-hbs "practician"-noun-eng
"praktičar"-noun-hbs "practicioner"-noun-eng
"tehničar"-noun-hbs "technician"-noun-eng
"tragičar"-noun-hbs "tragedian"-noun-eng
"čuvar"-noun-hbs "guard"-noun-eng
"čuvar"-noun-hbs "keeper"-noun-eng
"Mađar"-noun-hbs "Hungarian"-noun-eng
"planinar"-noun-hbs "mountaineer"-noun-eng
"stvor"-noun-hbs "creature"-noun-eng
"štakor"-noun-hbs "rat"-noun-eng
"vinogradar"-noun-hbs "winegrower"-noun-eng
"zadrugar"-noun-hbs "co-op member"-noun-eng
"manevar"-noun-hbs "maneuver"-noun-eng
"manevar"-noun-hbs "manoeuvre"-noun-eng
"povodac"-noun-hbs "leash"-noun-eng
"predak"-noun-hbs "ancestor"-noun-eng
"predmetak"-noun-hbs "prefix"-noun-eng
"podatak"-noun-hbs "data"-noun-eng
"izlazak"-noun-hbs "date"-noun-eng
"spektar"-noun-hbs "spectrum"-noun-eng
"špageti"-noun-hbs "spaghetti"-noun-eng
"Histri"-noun-hbs "Histri"-noun-eng
"taksi"-noun-hbs "taxi"-noun-eng
"kaki"-noun-hbs "khaki"-noun-eng
"kuli"-noun-hbs "coolie"-noun-eng
"žiri"-noun-hbs "jury"-noun-eng
"taxi"-noun-hbs "taxi"-noun-eng
"letač"-noun-hbs "flyer"-noun-eng
"graditelj"-noun-hbs "builder"-noun-eng
"heroj"-noun-hbs "hero"-noun-eng
"kasnitelj"-noun-hbs "latecomer"-noun-eng
"ljubitelj"-noun-hbs "lover"-noun-eng
"neprijatelj"-noun-hbs "enemy"-noun-eng
"pokrovitelj"-noun-hbs "patron"-noun-eng
"pokrovitelj"-noun-hbs "sponsor"-noun-eng
"predsjedatelj"-noun-hbs "chairman"-noun-eng
"pretsjedatelj"-noun-hbs "chairman"-noun-eng
"spasitelj"-noun-hbs "saviour"-noun-eng
"upravitelj"-noun-hbs "manager"-noun-eng
"prijatelj"-noun-hbs "friend"-noun-eng
"prvak"-noun-hbs "champion"-noun-eng
"naputak"-noun-hbs "instruction"-noun-eng
"naglasak"-noun-hbs "accent"-noun-eng
"otisak"-noun-hbs "print"-noun-eng
"bljesak"-noun-hbs "flash"-noun-eng
"časak"-noun-hbs "moment"-noun-eng
"odbljesak"-noun-hbs "flare"-noun-eng
"odbljesak"-noun-hbs "flash"-noun-eng
"pisak"-noun-hbs "mouthpiece"-noun-eng
"pljusak"-noun-hbs "shower"-noun-eng
"prasak"-noun-hbs "bang"-noun-eng
"stisak"-noun-hbs "grip"-noun-eng
"stisak"-noun-hbs "squeeze"-noun-eng
"vrisak"-noun-hbs "scream"-noun-eng
"tjedan"-noun-hbs "week"-noun-eng
"kašalj"-noun-hbs "cough"-noun-eng
"potporanj"-noun-hbs "pillar"-noun-eng
"potporanj"-noun-hbs "support"-noun-eng
"toranj"-noun-hbs "tower"-noun-eng
"travanj"-noun-hbs "April"-noun-eng
"stupanj"-noun-hbs "degree"-noun-eng
"zrak"-noun-hbs "air"-noun-eng
"bruto"-noun-hbs "gross"-noun-eng
"impresso"-noun-hbs "Impresso"-noun-eng
"plat"-noun-hbs "turbot"-noun-eng
"atelje"-noun-hbs "atelier"-noun-eng
"atelje"-noun-hbs "studio"-noun-eng
"pepeo"-noun-hbs "ash"-noun-eng
"mladoženja"-noun-hbs "groom"-noun-eng
"baraba"-noun-hbs "bum"-noun-eng
"baraba"-noun-hbs "outlaw"-noun-eng
"stjegonoša"-noun-hbs "bannerman"-noun-eng
"stjegonoša"-noun-hbs "standard-bearer"-noun-eng
"ustaša"-noun-hbs "Ustaša"-noun-eng
"paša"-noun-hbs "Pasha"-noun-eng
"kolumnista"-noun-hbs "columnist"-noun-eng
"doba"-noun-hbs "era"-noun-eng
"čudesa"-noun-hbs "marvel"-noun-eng
"nosila"-noun-hbs "stretcher"-noun-eng
"tabla"-noun-hbs "bar"-noun-eng
"tabla"-noun-hbs "board"-noun-eng
"naranča"-noun-hbs "orange"-noun-eng
"obuća"-noun-hbs "footwear"-noun-eng
"škorpija"-noun-hbs "scorpion"-noun-eng
"željezarija"-noun-hbs "ironworks"-noun-eng
"željeznarija"-noun-hbs "ironworks"-noun-eng
"četa"-noun-hbs "company"-noun-eng
"četa"-noun-hbs "legion"-noun-eng
"četa"-noun-hbs "troop"-noun-eng
"svađa"-noun-hbs "argument"-noun-eng
"svađa"-noun-hbs "fight"-noun-eng
"priča"-noun-hbs "story"-noun-eng
"priča"-noun-hbs "tale"-noun-eng
"zasjeda"-noun-hbs "ambush"-noun-eng
"spora"-noun-hbs "spore"-noun-eng
"ruža"-noun-hbs "rose"-noun-eng
"prikaza"-noun-hbs "apparition"-noun-eng
"nastava"-noun-hbs "class"-noun-eng
"probava"-noun-hbs "digestion"-noun-eng
"prevara"-noun-hbs "adultery"-noun-eng
"prevara"-noun-hbs "deceit"-noun-eng
"prevara"-noun-hbs "fraud"-noun-eng
"prevara"-noun-hbs "scam"-noun-eng
"prijevara"-noun-hbs "adultery"-noun-eng
"prijevara"-noun-hbs "deceit"-noun-eng
"prijevara"-noun-hbs "fraud"-noun-eng
"prijevara"-noun-hbs "scam"-noun-eng
"kulisa"-noun-hbs "backdrop"-noun-eng
"brineta"-noun-hbs "brunette"-noun-eng
"kota"-noun-hbs "height"-noun-eng
"meta"-noun-hbs "target"-noun-eng
"nota"-noun-hbs "note"-noun-eng
"nota"-noun-hbs "tone"-noun-eng
"oplata"-noun-hbs "plating"-noun-eng
"paleta"-noun-hbs "palette"-noun-eng
"pretplata"-noun-hbs "subscription"-noun-eng
"salata"-noun-hbs "salad"-noun-eng
"silueta"-noun-hbs "silhouette"-noun-eng
"tableta"-noun-hbs "pill"-noun-eng
"tableta"-noun-hbs "tablet"-noun-eng
"toaleta"-noun-hbs "toilette"-noun-eng
"vata"-noun-hbs "cotton wool"-noun-eng
"vrednota"-noun-hbs "value"-noun-eng
"ljepota"-noun-hbs "beauty"-noun-eng
"dojava"-noun-hbs "report"-noun-eng
"njiva"-noun-hbs "field"-noun-eng
"oprava"-noun-hbs "dress"-noun-eng
"oprava"-noun-hbs "gear"-noun-eng
"oprava"-noun-hbs "repair"-noun-eng
"ostava"-noun-hbs "pantry"-noun-eng
"predstava"-noun-hbs "play"-noun-eng
"preventiva"-noun-hbs "prevention"-noun-eng
"prijava"-noun-hbs "application"-noun-eng
"prijava"-noun-hbs "registration"-noun-eng
"proslava"-noun-hbs "celebration"-noun-eng
"strava"-noun-hbs "horror"-noun-eng
"superdržava"-noun-hbs "superstate"-noun-eng
"tava"-noun-hbs "pan"-noun-eng
"tučnjava"-noun-hbs "fight"-noun-eng
"tvrđava"-noun-hbs "fort"-noun-eng
"tvrđava"-noun-hbs "keep"-noun-eng
"vreva"-noun-hbs "throng"-noun-eng
"groza"-noun-hbs "chill"-noun-eng
"griža"-noun-hbs "dysentery"-noun-eng
"griža"-noun-hbs "remorse"-noun-eng
"griža"-noun-hbs "stone"-noun-eng
"gripa"-noun-hbs "flu"-noun-eng
"loža"-noun-hbs "lodge"-noun-eng
"reportaža"-noun-hbs "report"-noun-eng
"riža"-noun-hbs "rice"-noun-eng
"jeza"-noun-hbs "chill"-noun-eng
"loza"-noun-hbs "vine"-noun-eng
"nervoza"-noun-hbs "anxiety"-noun-eng
"nervoza"-noun-hbs "nervousness"-noun-eng
"princeza"-noun-hbs "princess"-noun-eng
"samohipnoza"-noun-hbs "autohypnosis"-noun-eng
"suza"-noun-hbs "tear"-noun-eng
"melisa"-noun-hbs "lemon balm"-noun-eng
"misa"-noun-hbs "mass"-noun-eng
"rasa"-noun-hbs "race"-noun-eng
"resa"-noun-hbs "fringe"-noun-eng
"smjesa"-noun-hbs "mixture"-noun-eng
"trasa"-noun-hbs "line"-noun-eng
"zavjesa"-noun-hbs "curtain"-noun-eng
"gradnja"-noun-hbs "construction"-noun-eng
"hitnja"-noun-hbs "hurry"-noun-eng
"kretnja"-noun-hbs "motion"-noun-eng
"krošnja"-noun-hbs "treetop"-noun-eng
"kušnja"-noun-hbs "temptation"-noun-eng
"milostinja"-noun-hbs "charity"-noun-eng
"mošnja"-noun-hbs "scrotum"-noun-eng
"munja"-noun-hbs "lightning"-noun-eng
"nošnja"-noun-hbs "costume"-noun-eng
"ophodnja"-noun-hbs "patrol"-noun-eng
"oplodnja"-noun-hbs "fertilization"-noun-eng
"pedagoginja"-noun-hbs "pedagogue"-noun-eng
"pomutnja"-noun-hbs "confusion"-noun-eng
"psihologinja"-noun-hbs "psychologist"-noun-eng
"pustinja"-noun-hbs "desert"-noun-eng
"ropkinja"-noun-hbs "slave"-noun-eng
"slutnja"-noun-hbs "hunch"-noun-eng
"strankinja"-noun-hbs "foreigner"-noun-eng
"šurjakinja"-noun-hbs "sister -in-law"-noun-eng
"sutkinja"-noun-hbs "judge"-noun-eng
"svinja"-noun-hbs "pig"-noun-eng
"tlapnja"-noun-hbs "fantasy"-noun-eng
"tlapnja"-noun-hbs "nonsense"-noun-eng
"trgovkinja"-noun-hbs "merchant"-noun-eng
"studija"-noun-hbs "study"-noun-eng
"greda"-noun-hbs "beam"-noun-eng
"livada"-noun-hbs "meadow"-noun-eng
"marmelada"-noun-hbs "marmalade"-noun-eng
"metoda"-noun-hbs "method"-noun-eng
"naslada"-noun-hbs "delight"-noun-eng
"naslada"-noun-hbs "enjoyment"-noun-eng
"navada"-noun-hbs "habit"-noun-eng
"nepogoda"-noun-hbs "disaster"-noun-eng
"nezgoda"-noun-hbs "accident"-noun-eng
"ograda"-noun-hbs "fence"-noun-eng
"oklada"-noun-hbs "bet"-noun-eng
"osuda"-noun-hbs "condemnation"-noun-eng
"osuda"-noun-hbs "criticism"-noun-eng
"osuda"-noun-hbs "verdict"-noun-eng
"posuda"-noun-hbs "container"-noun-eng
"pregrada"-noun-hbs "barrier"-noun-eng
"prerada"-noun-hbs "process"-verb-eng
"ruda"-noun-hbs "ore"-noun-eng
"susjeda"-noun-hbs "neighbour"-noun-eng
"uhoda"-noun-hbs "spy"-noun-eng
"žlijezda"-noun-hbs "gland"-noun-eng
"staza"-noun-hbs "road"-noun-eng
"torba"-noun-hbs "bag"-noun-eng
"torba"-noun-hbs "purse"-noun-eng
"majica"-noun-hbs "shirt"-noun-eng
"golubica"-noun-hbs "dove"-noun-eng
"studentica"-noun-hbs "student"-noun-eng
"drugarica"-noun-hbs "friend"-noun-eng
"drugarica"-noun-hbs "mate"-noun-eng
"trudnica"-noun-hbs "pregnant woman"-noun-eng
"jama"-noun-hbs "cave"-noun-eng
"jama"-noun-hbs "pit"-noun-eng
"spilja"-noun-hbs "cave"-noun-eng
"spilja"-noun-hbs "cavern"-noun-eng
"petorica"-noun-hbs "five"-noun-eng
"biciklistica"-noun-hbs "cyclist"-noun-eng
"blagovaonica"-noun-hbs "dining room"-noun-eng
"đavolica"-noun-hbs "devil"-noun-eng
"dušica"-noun-hbs "dear"-noun-eng
"dušica"-noun-hbs "soundpost"-noun-eng
"dušica"-noun-hbs "sound post"-noun-eng
"ušica"-noun-hbs "eye"-noun-eng
"dvojica"-noun-hbs "two"-noun-eng
"glasnica"-noun-hbs "vocal cord"-noun-eng
"gledateljica"-noun-hbs "spectator"-noun-eng
"gledateljica"-noun-hbs "viewer"-noun-eng
"glumica"-noun-hbs "actress"-noun-eng
"goljenica"-noun-hbs "shin"-noun-eng
"gospodarica"-noun-hbs "mistress"-noun-eng
"gostionica"-noun-hbs "inn"-noun-eng
"gusjenica"-noun-hbs "caterpillar"-noun-eng
"iglica"-noun-hbs "needle"-noun-eng
"igraonica"-noun-hbs "playroom"-noun-eng
"igrica"-noun-hbs "videogame"-noun-eng
"inačica"-noun-hbs "version"-noun-eng
"izvidnica"-noun-hbs "reconnaissance"-noun-eng
"jamica"-noun-hbs "dimple"-noun-eng
"kapelica"-noun-hbs "chapel"-noun-eng
"kapica"-noun-hbs "cap"-noun-eng
"kapljica"-noun-hbs "drop"-noun-eng
"kćerčica"-noun-hbs "little girl"-noun-eng
"kitica"-noun-hbs "bouquet"-noun-eng
"kitica"-noun-hbs "corsage"-noun-eng
"kitica"-noun-hbs "verse"-noun-eng
"klica"-noun-hbs "germ"-noun-eng
"klica"-noun-hbs "sprout"-noun-eng
"ključanica"-noun-hbs "keyhole"-noun-eng
"konkurentica"-noun-hbs "competitor"-noun-eng
"kralješnica"-noun-hbs "spine"-noun-eng
"kućanica"-noun-hbs "housewife"-noun-eng
"kućica"-noun-hbs "house"-noun-eng
"natuknica"-noun-hbs "entry"-noun-eng
"nogavica"-noun-hbs "trouser leg"-noun-eng
"pletenica"-noun-hbs "braid"-noun-eng
"špica"-noun-hbs "spike"-noun-eng
"špica"-noun-hbs "title sequence"-noun-eng
"špica"-noun-hbs "opening credits"-noun-eng
"špica"-noun-hbs "rush hour"-noun-eng
"špica"-noun-hbs "peak"-noun-eng
"vražica"-noun-hbs "devil"-noun-eng
"zahvalnica"-noun-hbs "letter of thanks"-noun-eng
"žitnica"-noun-hbs "granary"-noun-eng
"kontrolorka"-noun-hbs "controller"-noun-eng
"ručica"-noun-hbs "handle"-noun-eng
"boja"-noun-hbs "colour"-noun-eng
"rukavica"-noun-hbs "glove"-noun-eng
"akrobacija"-noun-hbs "stunt"-noun-eng
"alkemija"-noun-hbs "alchemy"-noun-eng
"biskupija"-noun-hbs "diocese"-noun-eng
"dizenterija"-noun-hbs "dysentery"-noun-eng
"dječurlija"-noun-hbs "brat"-noun-eng
"džamija"-noun-hbs "mosque"-noun-eng
"erupcija"-noun-hbs "eruption"-noun-eng
"kaucija"-noun-hbs "deposit"-noun-eng
"kopija"-noun-hbs "copy"-noun-eng
"legitimacija"-noun-hbs "legitimation"-noun-eng
"leukemija"-noun-hbs "leukaemia"-noun-eng
"leukemija"-noun-hbs "leukemia"-noun-eng
"lutrija"-noun-hbs "lottery"-noun-eng
"markacija"-noun-hbs "marking"-noun-eng
"morija"-noun-hbs "plague"-noun-eng
"morija"-noun-hbs "catastrophe"-noun-eng
"pistacija"-noun-hbs "pistachio"-noun-eng
"pješadija"-noun-hbs "infantry"-noun-eng
"protekcija"-noun-hbs "protection"-noun-eng
"provalija"-noun-hbs "chasm"-noun-eng
"psihijatrija"-noun-hbs "psychiatry"-noun-eng
"pukovnija"-noun-hbs "regiment"-noun-eng
"punkcija"-noun-hbs "puncture"-noun-eng
"recepcija"-noun-hbs "reception"-noun-eng
